ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,District
1326,1507,2109,Surrender,2026-05-15,Davanagere
1327,1507,2110,Arrest,2026-05-11,Davanagere
1328,1508,2111,Surrender,2026-01-27,Gadag
1329,1509,2112,Surrender,2026-03-04,Kolar
1330,1509,2113,Arrest,2026-02-27,Kolar
1331,1513,2119,Surrender,2024-12-03,Chamarajanagar
1332,1514,2120,Arrest,2025-08-07,Ramanagara
1333,1514,2121,Surrender,2025-07-22,Ramanagara
1334,1515,2122,Arrest,2023-05-22,Bagalkot
1335,1516,2123,Arrest,2026-11-16,Haveri
1336,1517,2124,Arrest,2023-08-16,Belagavi
1337,1519,2126,Arrest,2025-01-26,Shivamogga
1338,1523,2131,Arrest,2022-06-03,Chamarajanagar
1339,1526,2134,Arrest,2026-03-12,Bengaluru City
1340,1527,2135,Surrender,2023-05-05,Bengaluru Rural
1341,1528,2136,Arrest,2024-10-19,Mangaluru (Dakshina Kannada)
1342,1529,2137,Surrender,2026-12-25,Hassan
1343,1531,2140,Surrender,2023-05-20,Bengaluru Rural
1344,1532,2143,Arrest,2025-10-30,Kodagu
1345,1533,2145,Arrest,2025-10-05,Yadgir
1346,1533,2146,Arrest,2025-10-10,Yadgir
1347,1534,2147,Arrest,2022-01-27,Bengaluru City
1348,1536,2149,Arrest,2025-03-28,Ramanagara
1349,1536,2150,Arrest,2025-03-22,Ramanagara
1350,1539,2153,Arrest,2023-03-26,Hubballi-Dharwad
1351,1539,2154,Arrest,2023-02-15,Hubballi-Dharwad
1352,1540,2155,Arrest,2026-03-27,Bengaluru City
1353,1541,2156,Arrest,2023-04-24,Kodagu
1354,1542,2157,Surrender,2023-11-02,Hassan
1355,1543,2158,Arrest,2023-11-27,Bengaluru City
1356,1546,2161,Surrender,2023-03-31,Bengaluru City
1357,1547,2162,Arrest,2025-03-14,Bagalkot
1358,1548,2163,Arrest,2024-03-09,Yadgir
1359,1552,2167,Arrest,2024-11-19,Mangaluru (Dakshina Kannada)
1360,1556,2171,Arrest,2024-05-18,Kodagu
1361,1557,2172,Arrest,2026-11-02,Davanagere
1362,1558,2173,Arrest,2026-10-03,Ramanagara
1363,1559,2174,Arrest,2026-09-27,Kalaburagi
1364,1560,2175,Arrest,2025-05-31,Tumakuru
1365,1560,2176,Arrest,2025-06-16,Tumakuru
1366,1563,2183,Arrest,2024-11-29,Vijayapura
1367,1564,2186,Arrest,2026-09-12,Tumakuru
1368,1565,2187,Arrest,2026-06-10,Bidar
1369,1566,2188,Arrest,2025-01-15,Chamarajanagar
1370,1568,2191,Arrest,2024-07-05,Tumakuru
1371,1569,2192,Arrest,2023-11-15,Belagavi
1372,1569,2193,Arrest,2023-11-13,Belagavi
1373,1571,2195,Arrest,2026-09-22,Hassan
1374,1572,2196,Arrest,2025-03-25,Mysuru
1375,1573,2197,Surrender,2026-03-09,Raichur
1376,1574,2198,Surrender,2025-09-15,Kodagu
1377,1574,2199,Arrest,2025-10-10,Kodagu
1378,1574,2200,Arrest,2025-10-10,Kodagu
1379,1577,2203,Arrest,2024-11-21,Davanagere
1380,1578,2204,Arrest,2025-03-19,Bengaluru City
1381,1578,2205,Arrest,2025-03-20,Bengaluru City
1382,1579,2206,Arrest,2026-04-21,Bengaluru Rural
1383,1581,2209,Arrest,2026-07-13,Kodagu
1384,1582,2210,Arrest,2023-10-02,Mysuru
1385,1583,2211,Arrest,2023-10-11,Bengaluru City
1386,1583,2212,Arrest,2023-10-18,Bengaluru City
1387,1585,2214,Arrest,2025-12-04,Shivamogga
1388,1586,2215,Arrest,2023-05-27,Belagavi
1389,1586,2216,Arrest,2023-05-03,Belagavi
1390,1587,2217,Arrest,2024-12-16,Bengaluru Rural
1391,1588,2218,Surrender,2025-02-16,Kalaburagi
1392,1589,2219,Arrest,2026-08-24,Mandya
1393,1589,2220,Arrest,2026-08-11,Mandya
1394,1590,2221,Surrender,2022-07-01,Bengaluru City
1395,1590,2222,Arrest,2022-05-26,Bengaluru City
1396,1591,2224,Arrest,2023-09-20,Bengaluru Rural
1397,1592,2226,Arrest,2023-04-22,Ramanagara
1398,1593,2227,Arrest,2024-07-10,Belagavi
1399,1596,2229,Arrest,2026-03-31,Gadag
1400,1597,2230,Arrest,2026-06-27,Belagavi
1401,1597,2232,Arrest,2026-07-06,Belagavi
1402,1600,2234,Surrender,2023-02-08,Bengaluru Rural
1403,1601,2237,Arrest,2025-11-19,Hassan
1404,1603,2239,Arrest,2025-09-29,Belagavi
1405,1603,2240,Arrest,2025-10-17,Belagavi
1406,1603,2241,Arrest,2025-09-15,Belagavi
1407,1604,2242,Arrest,2026-03-08,Koppal
1408,1606,2245,Surrender,2023-12-05,Bengaluru City
1409,1606,2246,Arrest,2023-12-08,Bengaluru City
1410,1607,2248,Arrest,2026-05-15,Chikkaballapur
1411,1608,2249,Arrest,2023-04-20,Davanagere
1412,1608,2250,Arrest,2023-03-31,Davanagere
1413,1609,2251,Arrest,2022-02-26,Bengaluru Rural
1414,1609,2252,Arrest,2022-02-13,Bengaluru Rural
1415,1610,2253,Surrender,2024-05-09,Tumakuru
1416,1611,2254,Arrest,2025-07-29,Bengaluru Rural
1417,1612,2255,Arrest,2026-10-01,Tumakuru
1418,1612,2256,Arrest,2026-08-31,Tumakuru
1419,1614,2259,Arrest,2026-08-23,Yadgir
1420,1614,2260,Surrender,2026-08-06,Yadgir
1421,1615,2261,Arrest,2026-01-13,Tumakuru
1422,1617,2265,Arrest,2025-08-05,Raichur
1423,1618,2266,Arrest,2022-10-02,Chamarajanagar
1424,1619,2267,Surrender,2025-02-16,Hassan
1425,1619,2268,Arrest,2025-03-08,Hassan
1426,1620,2269,Arrest,2026-09-22,Hassan
1427,1621,2270,Surrender,2026-01-08,Yadgir
1428,1622,2272,Arrest,2026-01-25,Bengaluru Rural
1429,1623,2273,Arrest,2023-06-02,Belagavi
1430,1623,2274,Arrest,2023-05-18,Belagavi
1431,1624,2275,Arrest,2026-05-25,Hassan
1432,1624,2276,Arrest,2026-05-04,Hassan
1433,1625,2277,Arrest,2026-09-12,Belagavi
1434,1626,2278,Arrest,2023-11-24,Chikkaballapur
1435,1628,2282,Arrest,2022-10-07,Mangaluru (Dakshina Kannada)
1436,1628,2283,Arrest,2022-09-06,Mangaluru (Dakshina Kannada)
1437,1628,2284,Arrest,2022-10-14,Mangaluru (Dakshina Kannada)
1438,1629,2285,Arrest,2022-05-30,Tumakuru
1439,1629,2286,Arrest,2022-05-23,Tumakuru
1440,1630,2287,Arrest,2023-06-06,Belagavi
1441,1632,2289,Surrender,2023-05-16,Chitradurga
1442,1633,2291,Arrest,2024-08-25,Hubballi-Dharwad
1443,1634,2292,Arrest,2022-05-09,Bidar
1444,1635,2294,Arrest,2023-02-24,Vijayapura
1445,1638,2297,Surrender,2025-02-18,Bengaluru City
1446,1639,2298,Arrest,2022-03-07,Ballari
1447,1640,2299,Arrest,2024-11-15,Kodagu
1448,1640,2300,Arrest,2024-11-06,Kodagu
1449,1641,2301,Arrest,2024-09-29,Udupi
1450,1641,2302,Arrest,2024-09-03,Udupi
1451,1642,2303,Arrest,2026-03-23,Udupi
1452,1643,2304,Arrest,2024-09-22,Ballari
1453,1644,2305,Surrender,2026-06-05,Mysuru
1454,1644,2306,Arrest,2026-06-12,Mysuru
1455,1644,2307,Surrender,2026-06-11,Mysuru
1456,1645,2308,Arrest,2022-06-02,Udupi
1457,1647,2309,Arrest,2022-04-17,Tumakuru
1458,1647,2310,Arrest,2022-05-06,Tumakuru
1459,1648,2311,Arrest,2025-06-27,Davanagere
1460,1651,2314,Arrest,2026-04-25,Bengaluru Rural
1461,1657,2319,Arrest,2024-06-06,Mysuru
1462,1658,2320,Arrest,2025-11-23,Tumakuru
1463,1659,2321,Arrest,2024-06-18,Kolar
1464,1660,2322,Arrest,2026-08-14,Davanagere
1465,1662,2324,Surrender,2024-11-10,Davanagere
1466,1662,2325,Arrest,2024-10-28,Davanagere
1467,1664,2327,Arrest,2026-10-06,Kalaburagi
1468,1664,2328,Arrest,2026-09-22,Kalaburagi
1469,1665,2330,Surrender,2024-03-23,Shivamogga
1470,1667,2331,Arrest,2022-02-01,Belagavi
1471,1668,2332,Arrest,2024-07-25,Gadag
1472,1669,2334,Surrender,2023-03-30,Belagavi
1473,1673,2338,Arrest,2022-11-20,Mangaluru (Dakshina Kannada)
1474,1675,2340,Arrest,2024-03-20,Tumakuru
1475,1676,2341,Arrest,2026-06-09,Bengaluru City
1476,1677,2342,Arrest,2025-04-14,Ballari
1477,1678,2343,Arrest,2026-07-12,Kodagu
1478,1679,2344,Surrender,2025-05-04,Bengaluru City
1479,1680,2345,Arrest,2025-05-18,Kodagu
1480,1681,2347,Surrender,2024-09-11,Belagavi
1481,1681,2348,Arrest,2024-10-17,Belagavi
1482,1682,2350,Arrest,2026-12-02,Kodagu
1483,1683,2352,Arrest,2026-10-22,Tumakuru
1484,1684,2353,Arrest,2024-12-15,Mysuru
1485,1685,2354,Surrender,2023-10-29,Shivamogga
1486,1687,2357,Arrest,2025-05-05,Yadgir
1487,1689,2359,Arrest,2024-11-17,Bengaluru Rural
1488,1691,2363,Arrest,2024-06-22,Udupi
1489,1693,2365,Arrest,2022-08-01,Kalaburagi
1490,1694,2367,Arrest,2026-11-09,Ramanagara
1491,1695,2368,Arrest,2025-08-10,Mangaluru (Dakshina Kannada)
1492,1695,2369,Arrest,2025-09-02,Mangaluru (Dakshina Kannada)
1493,1697,2371,Arrest,2023-03-05,Haveri
1494,1700,2374,Arrest,2025-06-15,Uttara Kannada
1495,1701,2375,Arrest,2023-06-06,Bidar
1496,1702,2376,Arrest,2023-06-29,Ballari
1497,1705,2377,Surrender,2026-04-11,Ramanagara
1498,1705,2378,Arrest,2026-03-27,Ramanagara
1499,1706,2379,Arrest,2024-11-16,Belagavi
1500,1706,2380,Arrest,2024-10-17,Belagavi
1501,1707,2381,Surrender,2026-03-26,Belagavi
1502,1707,2382,Arrest,2026-03-21,Belagavi
1503,1707,2383,Arrest,2026-03-18,Belagavi
1504,1708,2384,Arrest,2023-01-25,Bagalkot
1505,1709,2386,Arrest,2024-06-04,Mysuru
1506,1709,2387,Arrest,2024-04-22,Mysuru
1507,1711,2389,Surrender,2024-10-14,Udupi
1508,1713,2391,Surrender,2026-08-30,Ramanagara
1509,1715,2394,Arrest,2026-08-19,Bengaluru City
1510,1717,2397,Surrender,2023-12-17,Udupi
1511,1718,2399,Arrest,2024-06-20,Davanagere
1512,1721,2402,Arrest,2022-10-20,Belagavi
1513,1721,2403,Arrest,2022-10-12,Belagavi
1514,1721,2404,Arrest,2022-10-13,Belagavi
1515,1722,2405,Arrest,2025-05-20,Belagavi
1516,1722,2406,Arrest,2025-05-06,Belagavi
1517,1723,2407,Arrest,2026-09-09,Ballari
1518,1725,2408,Arrest,2025-10-07,Mangaluru (Dakshina Kannada)
1519,1726,2409,Arrest,2023-08-09,Bengaluru City
1520,1731,2416,Arrest,2026-10-03,Bengaluru Rural
1521,1731,2418,Surrender,2026-09-09,Bengaluru Rural
1522,1733,2420,Arrest,2023-08-30,Hubballi-Dharwad
1523,1734,2421,Surrender,2024-02-26,Mysuru
1524,1736,2426,Arrest,2025-09-21,Raichur
1525,1738,2427,Arrest,2023-12-11,Raichur
1526,1738,2428,Arrest,2023-12-19,Raichur
1527,1742,2432,Arrest,2024-07-21,Chitradurga
1528,1743,2434,Arrest,2024-12-12,Hassan
1529,1743,2435,Surrender,2024-12-04,Hassan
1530,1744,2437,Arrest,2025-11-22,Hubballi-Dharwad
1531,1745,2438,Arrest,2025-06-06,Bidar
1532,1745,2439,Arrest,2025-06-27,Bidar
1533,1745,2440,Arrest,2025-07-04,Bidar
1534,1746,2442,Arrest,2025-05-17,Bengaluru City
1535,1748,2445,Arrest,2025-07-30,Bengaluru Rural
1536,1752,2448,Arrest,2024-09-27,Bengaluru City
1537,1754,2451,Arrest,2024-04-20,Belagavi
1538,1756,2454,Arrest,2026-12-03,Hassan
1539,1758,2456,Arrest,2023-07-24,Davanagere
1540,1759,2457,Surrender,2022-10-19,Bagalkot
1541,1759,2458,Surrender,2022-09-30,Bagalkot
1542,1763,2462,Surrender,2024-09-20,Mangaluru (Dakshina Kannada)
1543,1763,2463,Arrest,2024-09-17,Mangaluru (Dakshina Kannada)
1544,1764,2464,Arrest,2024-03-22,Belagavi
1545,1766,2467,Arrest,2025-04-26,Koppal
1546,1768,2469,Surrender,2026-04-05,Tumakuru
1547,1768,2470,Arrest,2026-03-30,Tumakuru
1548,1769,2472,Arrest,2023-09-10,Ramanagara
1549,1771,2475,Arrest,2026-02-22,Ballari
1550,1772,2477,Arrest,2024-02-25,Chamarajanagar
1551,1774,2479,Arrest,2024-05-25,Mandya
1552,1776,2482,Arrest,2025-06-03,Mandya
1553,1776,2483,Arrest,2025-05-30,Mandya
1554,1777,2484,Arrest,2023-12-10,Chamarajanagar
1555,1777,2485,Arrest,2023-11-24,Chamarajanagar
1556,1779,2487,Arrest,2025-10-22,Mangaluru (Dakshina Kannada)
1557,1781,2490,Surrender,2026-10-28,Shivamogga
1558,1782,2491,Arrest,2023-06-22,Hassan
1559,1783,2493,Arrest,2026-02-22,Yadgir
1560,1784,2496,Arrest,2024-06-15,Davanagere
1561,1785,2497,Arrest,2026-04-30,Bengaluru Rural
1562,1786,2498,Surrender,2024-06-06,Chamarajanagar
1563,1788,2500,Arrest,2024-08-10,Koppal
1564,1789,2501,Arrest,2027-01-12,Belagavi
1565,1789,2502,Arrest,2027-01-08,Belagavi
1566,1789,2503,Arrest,2026-12-30,Belagavi
1567,1790,2504,Arrest,2026-12-28,Haveri
1568,1793,2508,Arrest,2026-12-27,Kodagu
1569,1794,2509,Arrest,2023-12-09,Koppal
1570,1795,2511,Arrest,2024-10-09,Ballari
1571,1797,2514,Arrest,2025-02-24,Bengaluru Rural
1572,1799,2515,Arrest,2025-11-13,Mysuru
1573,1800,2516,Arrest,2023-12-23,Raichur
1574,1801,2517,Surrender,2026-10-04,Hassan
1575,1802,2519,Arrest,2026-09-12,Davanagere
1576,1804,2521,Arrest,2024-08-27,Kodagu
1577,1808,2525,Arrest,2022-05-13,Belagavi
1578,1810,2527,Arrest,2022-03-28,Ballari
1579,1812,2529,Arrest,2023-12-20,Yadgir
1580,1812,2530,Arrest,2023-12-25,Yadgir
1581,1812,2531,Arrest,2024-01-03,Yadgir
1582,1813,2533,Arrest,2026-03-06,Tumakuru
1583,1814,2535,Arrest,2025-07-14,Bengaluru City
1584,1815,2537,Arrest,2025-03-25,Mangaluru (Dakshina Kannada)
1585,1816,2540,Arrest,2024-01-13,Belagavi
1586,1817,2541,Arrest,2025-10-06,Kolar
1587,1817,2542,Arrest,2025-10-31,Kolar
1588,1819,2544,Arrest,2026-03-02,Bidar
1589,1820,2545,Arrest,2023-10-08,Hubballi-Dharwad
1590,1821,2546,Arrest,2025-09-26,Bagalkot
1591,1822,2547,Arrest,2025-08-26,Bidar
1592,1822,2548,Arrest,2025-09-06,Bidar
1593,1823,2549,Arrest,2024-08-03,Chitradurga
1594,1823,2550,Arrest,2024-08-07,Chitradurga
1595,1824,2551,Surrender,2026-04-06,Tumakuru
1596,1824,2553,Arrest,2026-03-31,Tumakuru
1597,1825,2555,Surrender,2025-05-12,Bengaluru City
1598,1826,2557,Arrest,2026-04-30,Bengaluru Rural
1599,1829,2560,Arrest,2024-05-19,Bengaluru Rural
1600,1830,2561,Surrender,2025-08-09,Raichur
1601,1831,2562,Arrest,2026-10-11,Kalaburagi
1602,1832,2563,Arrest,2023-01-03,Ballari
1603,1833,2564,Surrender,2025-06-23,Ramanagara
1604,1834,2566,Arrest,2024-10-28,Kodagu
1605,1835,2567,Arrest,2022-06-24,Mangaluru (Dakshina Kannada)
1606,1836,2568,Arrest,2022-05-08,Bengaluru Rural
1607,1837,2569,Arrest,2026-08-14,Haveri
1608,1838,2570,Arrest,2025-10-20,Kalaburagi
1609,1840,2572,Arrest,2026-09-11,Bengaluru City
1610,1840,2573,Arrest,2026-09-11,Bengaluru City
1611,1841,2574,Arrest,2026-05-01,Hassan
1612,1842,2575,Surrender,2025-05-11,Kolar
1613,1843,2576,Arrest,2024-06-10,Haveri
1614,1845,2578,Arrest,2026-11-30,Kolar
1615,1846,2579,Arrest,2025-03-29,Hubballi-Dharwad
1616,1847,2580,Arrest,2025-03-01,Belagavi
1617,1850,2581,Arrest,2026-10-10,Shivamogga
1618,1850,2582,Surrender,2026-10-14,Shivamogga
1619,1850,2583,Surrender,2026-10-26,Shivamogga
1620,1851,2584,Surrender,2024-06-04,Mangaluru (Dakshina Kannada)
1621,1852,2585,Arrest,2025-02-19,Bagalkot
1622,1853,2586,Surrender,2024-12-29,Ballari
1623,1855,2587,Surrender,2024-02-07,Davanagere
1624,1857,2589,Arrest,2025-05-17,Hassan
1625,1857,2590,Arrest,2025-05-17,Hassan
1626,1857,2591,Arrest,2025-05-15,Hassan
1627,1858,2592,Arrest,2023-03-17,Kolar
1628,1858,2593,Arrest,2023-04-14,Kolar
1629,1859,2594,Arrest,2022-09-15,Bagalkot
1630,1859,2595,Arrest,2022-08-25,Bagalkot
1631,1861,2597,Arrest,2024-07-01,Bengaluru City
1632,1861,2598,Arrest,2024-07-03,Bengaluru City
1633,1862,2599,Arrest,2025-01-10,Bidar
1634,1863,2600,Arrest,2026-05-16,Mysuru
1635,1864,2601,Arrest,2023-03-01,Chamarajanagar
1636,1867,2602,Arrest,2022-09-18,Ramanagara
1637,1868,2603,Surrender,2026-09-01,Ballari
1638,1869,2605,Arrest,2026-07-02,Hassan
1639,1870,2606,Arrest,2022-08-18,Belagavi
1640,1871,2607,Arrest,2023-07-18,Koppal
1641,1873,2609,Arrest,2024-06-09,Udupi
1642,1875,2611,Surrender,2026-12-21,Mysuru
1643,1877,2613,Arrest,2026-02-22,Kalaburagi
1644,1879,2616,Arrest,2026-12-12,Udupi
1645,1879,2617,Surrender,2026-12-04,Udupi
1646,1880,2618,Surrender,2022-03-06,Bengaluru Rural
1647,1881,2619,Surrender,2023-09-26,Bengaluru Rural
1648,1881,2620,Arrest,2023-10-07,Bengaluru Rural
1649,1881,2621,Arrest,2023-10-02,Bengaluru Rural
1650,1882,2622,Surrender,2024-12-16,Belagavi
1651,1882,2623,Arrest,2024-11-14,Belagavi
1652,1882,2624,Arrest,2024-12-16,Belagavi
1653,1883,2625,Arrest,2026-04-30,Bengaluru Rural
1654,1883,2626,Arrest,2026-04-03,Bengaluru Rural
1655,1884,2629,Arrest,2024-03-02,Ramanagara
1656,1886,2633,Arrest,2024-07-19,Chamarajanagar
1657,1887,2634,Arrest,2025-08-09,Bengaluru City
1658,1890,2636,Surrender,2022-11-18,Chikkaballapur
1659,1890,2637,Arrest,2022-10-23,Chikkaballapur
1660,1892,2638,Surrender,2026-06-08,Yadgir
1661,1895,2641,Arrest,2025-05-14,Belagavi
1662,1897,2643,Arrest,2025-11-07,Chamarajanagar
1663,1899,2648,Arrest,2025-06-08,Hassan
1664,1899,2649,Arrest,2025-06-12,Hassan
1665,1900,2650,Surrender,2025-07-18,Yadgir
1666,1901,2651,Arrest,2026-07-25,Hassan
1667,1902,2652,Arrest,2025-12-26,Mysuru
1668,1902,2653,Surrender,2025-12-27,Mysuru
1669,1904,2655,Arrest,2026-06-12,Mysuru
1670,1904,2657,Arrest,2026-06-12,Mysuru
1671,1905,2658,Arrest,2026-05-19,Tumakuru
1672,1905,2659,Surrender,2026-04-12,Tumakuru
1673,1908,2664,Surrender,2026-08-10,Kalaburagi
1674,1909,2665,Surrender,2026-12-08,Bengaluru Rural
1675,1909,2666,Arrest,2027-01-17,Bengaluru Rural
1676,1910,2668,Arrest,2023-07-29,Udupi
1677,1911,2670,Surrender,2025-10-03,Davanagere
1678,1912,2671,Surrender,2022-04-23,Bengaluru City
1679,1913,2673,Arrest,2024-11-03,Vijayapura
1680,1916,2675,Arrest,2022-03-03,Bengaluru City
1681,1918,2677,Arrest,2026-11-03,Mysuru
1682,1922,2679,Arrest,2025-12-21,Hassan
1683,1922,2680,Arrest,2026-01-13,Hassan
1684,1922,2681,Arrest,2025-12-16,Hassan
1685,1924,2683,Arrest,2023-07-01,Kalaburagi
1686,1925,2686,Arrest,2025-08-06,Bengaluru City
1687,1927,2688,Surrender,2026-12-15,Chamarajanagar
1688,1927,2689,Arrest,2026-11-20,Chamarajanagar
1689,1929,2692,Arrest,2026-07-06,Ballari
1690,1931,2694,Arrest,2026-12-30,Shivamogga
1691,1932,2695,Arrest,2023-10-17,Bengaluru City
1692,1933,2696,Arrest,2023-11-29,Chikkamagaluru
1693,1933,2697,Arrest,2023-12-15,Chikkamagaluru
1694,1936,2701,Arrest,2023-11-07,Udupi
1695,1939,2703,Arrest,2023-09-15,Chikkaballapur
1696,1941,2706,Arrest,2023-10-23,Raichur
1697,1942,2707,Arrest,2026-07-24,Gadag
1698,1946,2712,Arrest,2026-06-08,Chikkamagaluru
1699,1947,2713,Arrest,2025-04-28,Kolar
1700,1947,2714,Arrest,2025-05-14,Kolar
1701,1948,2715,Arrest,2026-02-13,Hassan
1702,1951,2718,Arrest,2023-12-25,Chikkamagaluru
1703,1952,2719,Arrest,2026-01-02,Bengaluru City
1704,1954,2722,Arrest,2025-07-01,Vijayapura
1705,1954,2723,Arrest,2025-07-21,Vijayapura
1706,1955,2724,Arrest,2025-07-24,Kolar
1707,1957,2726,Surrender,2026-09-15,Bengaluru City
1708,1958,2727,Arrest,2025-12-19,Mysuru
1709,1960,2728,Arrest,2023-06-24,Ballari
1710,1961,2729,Surrender,2023-05-18,Belagavi
1711,1962,2731,Arrest,2024-08-05,Bidar
1712,1963,2732,Arrest,2024-02-29,Hubballi-Dharwad
1713,1964,2733,Surrender,2025-12-09,Bengaluru City
1714,1965,2734,Arrest,2024-09-02,Bengaluru Rural
1715,1969,2737,Arrest,2025-12-17,Davanagere
1716,1970,2738,Arrest,2026-09-24,Ramanagara
1717,1970,2739,Arrest,2026-09-21,Ramanagara
1718,1971,2740,Surrender,2025-09-06,Mysuru
1719,1973,2743,Arrest,2023-12-05,Mysuru
1720,1974,2744,Arrest,2023-11-27,Belagavi
1721,1975,2745,Arrest,2025-01-07,Belagavi
1722,1977,2748,Arrest,2026-04-10,Davanagere
1723,1977,2749,Arrest,2026-04-09,Davanagere
1724,1978,2750,Arrest,2025-07-05,Kodagu
1725,1978,2751,Arrest,2025-07-08,Kodagu
1726,1979,2753,Arrest,2026-08-12,Bengaluru City
1727,1979,2754,Arrest,2026-08-02,Bengaluru City
1728,1980,2755,Arrest,2022-08-06,Kolar
1729,1982,2757,Arrest,2026-07-07,Chamarajanagar
1730,1982,2758,Arrest,2026-07-20,Chamarajanagar
1731,1983,2759,Arrest,2025-02-02,Ramanagara
1732,1985,2761,Arrest,2023-06-03,Hubballi-Dharwad
1733,1988,2767,Arrest,2025-07-10,Belagavi
1734,1989,2768,Surrender,2022-12-02,Kolar
1735,1989,2769,Arrest,2022-12-08,Kolar
1736,1990,2770,Surrender,2024-11-12,Mandya
1737,1994,2773,Arrest,2026-04-03,Kodagu
1738,1995,2774,Arrest,2022-03-16,Hubballi-Dharwad
1739,1995,2775,Arrest,2022-02-18,Hubballi-Dharwad
1740,1996,2778,Arrest,2022-08-15,Shivamogga
1741,1997,2779,Surrender,2022-07-11,Belagavi
1742,1997,2780,Arrest,2022-07-23,Belagavi
1743,1997,2781,Arrest,2022-07-31,Belagavi
1744,1998,2782,Arrest,2025-05-29,Raichur
1745,1998,2783,Arrest,2025-06-04,Raichur
1746,2000,2785,Arrest,2022-08-13,Tumakuru
1747,2001,2786,Arrest,2026-06-09,Bengaluru Rural
1748,2002,2787,Arrest,2022-01-30,Mandya
1749,2004,2788,Surrender,2026-03-18,Haveri
1750,2004,2789,Arrest,2026-03-18,Haveri
1751,2005,2790,Arrest,2022-03-02,Bengaluru City
1752,2007,2794,Arrest,2025-01-25,Bengaluru City
1753,2008,2795,Surrender,2024-03-06,Bengaluru Rural
1754,2009,2797,Arrest,2024-07-22,Hassan
1755,2010,2799,Arrest,2023-12-10,Bengaluru City
1756,2012,2801,Arrest,2024-02-14,Bengaluru City
1757,2013,2803,Arrest,2025-08-15,Ramanagara
1758,2013,2804,Arrest,2025-09-03,Ramanagara
1759,2017,2807,Arrest,2025-04-06,Shivamogga
1760,2018,2808,Arrest,2025-06-18,Davanagere
1761,2020,2810,Surrender,2026-02-18,Bengaluru Rural
1762,2021,2811,Arrest,2025-01-19,Mysuru
1763,2021,2812,Arrest,2025-01-25,Mysuru
1764,2023,2813,Arrest,2026-05-10,Udupi
1765,2024,2814,Arrest,2022-08-26,Kodagu
1766,2025,2815,Arrest,2023-10-10,Davanagere
1767,2026,2816,Surrender,2024-10-02,Haveri
1768,2026,2817,Arrest,2024-10-08,Haveri
1769,2028,2819,Surrender,2023-07-30,Bengaluru City
1770,2029,2820,Arrest,2026-04-25,Chamarajanagar
1771,2030,2822,Surrender,2024-03-20,Raichur
1772,2030,2823,Arrest,2024-03-28,Raichur
1773,2031,2824,Arrest,2025-04-03,Tumakuru
1774,2031,2826,Arrest,2025-04-03,Tumakuru
1775,2032,2827,Arrest,2022-09-26,Belagavi
1776,2033,2828,Arrest,2022-08-29,Chamarajanagar
1777,2034,2829,Arrest,2025-03-06,Chamarajanagar
1778,2035,2831,Surrender,2022-03-10,Belagavi
1779,2035,2832,Arrest,2022-03-15,Belagavi
1780,2036,2833,Arrest,2022-07-07,Haveri
1781,2038,2835,Arrest,2024-07-27,Davanagere
1782,2040,2839,Arrest,2026-08-17,Hassan
1783,2041,2840,Arrest,2024-10-04,Raichur
1784,2042,2841,Surrender,2024-11-25,Tumakuru
1785,2043,2842,Arrest,2024-07-27,Bengaluru Rural
1786,2046,2845,Arrest,2026-09-12,Bengaluru City
1787,2047,2846,Arrest,2026-02-16,Kolar
1788,2050,2850,Surrender,2026-07-28,Chitradurga
1789,2050,2851,Surrender,2026-07-04,Chitradurga
1790,2052,2853,Arrest,2024-09-15,Ballari
1791,2053,2854,Arrest,2023-04-26,Haveri
1792,2053,2855,Arrest,2023-03-26,Haveri
1793,2055,2857,Arrest,2024-10-06,Shivamogga
1794,2057,2860,Surrender,2022-12-07,Yadgir
1795,2060,2863,Arrest,2026-10-13,Tumakuru
1796,2060,2864,Arrest,2026-10-30,Tumakuru
1797,2062,2866,Arrest,2024-09-08,Chikkamagaluru
1798,2063,2868,Arrest,2024-04-30,Raichur
1799,2064,2869,Arrest,2022-07-11,Davanagere
1800,2064,2870,Surrender,2022-06-20,Davanagere
1801,2067,2873,Arrest,2023-04-18,Mysuru
1802,2068,2875,Arrest,2024-11-15,Ramanagara
1803,2071,2879,Arrest,2022-08-29,Mangaluru (Dakshina Kannada)
1804,2071,2880,Surrender,2022-08-31,Mangaluru (Dakshina Kannada)
1805,2072,2881,Arrest,2026-02-27,Belagavi
1806,2073,2882,Arrest,2025-08-17,Raichur
1807,2074,2883,Arrest,2025-11-30,Mangaluru (Dakshina Kannada)
1808,2075,2885,Arrest,2026-03-16,Mangaluru (Dakshina Kannada)
1809,2076,2887,Surrender,2024-09-08,Kalaburagi
1810,2077,2888,Arrest,2024-02-15,Mysuru
1811,2077,2889,Surrender,2024-01-15,Mysuru
1812,2078,2890,Arrest,2024-07-05,Ramanagara
1813,2079,2892,Surrender,2022-05-25,Mysuru
1814,2080,2893,Arrest,2025-05-11,Kodagu
1815,2082,2895,Arrest,2026-09-20,Bengaluru Rural
1816,2083,2896,Arrest,2025-04-19,Belagavi
1817,2083,2897,Arrest,2025-04-22,Belagavi
1818,2083,2898,Surrender,2025-03-27,Belagavi
1819,2084,2900,Arrest,2024-01-07,Bengaluru Rural
