ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,District
1246,1377,1927,Arrest,2026-01-30,Belagavi
1247,1378,1928,Surrender,2026-05-19,Tumakuru
1248,1379,1929,Surrender,2024-12-20,Davanagere
1249,1380,1930,Arrest,2026-10-24,Tumakuru
1250,1381,1931,Arrest,2025-03-12,Vijayapura
1251,1383,1933,Arrest,2023-03-25,Hubballi-Dharwad
1252,1384,1934,Arrest,2025-01-04,Vijayapura
1253,1384,1935,Arrest,2025-01-25,Vijayapura
1254,1385,1936,Surrender,2025-09-27,Kodagu
1255,1386,1937,Arrest,2024-08-22,Bengaluru City
1256,1386,1938,Arrest,2024-08-11,Bengaluru City
1257,1387,1939,Arrest,2025-09-24,Kalaburagi
1258,1388,1940,Arrest,2026-05-31,Chikkamagaluru
1259,1389,1941,Arrest,2025-06-30,Tumakuru
1260,1391,1945,Arrest,2022-11-02,Vijayapura
1261,1394,1946,Surrender,2023-04-22,Hassan
1262,1394,1948,Arrest,2023-04-16,Hassan
1263,1395,1949,Arrest,2026-12-29,Davanagere
1264,1396,1950,Arrest,2024-07-24,Belagavi
1265,1396,1951,Surrender,2024-07-15,Belagavi
1266,1397,1952,Arrest,2023-09-12,Bengaluru Rural
1267,1398,1953,Arrest,2023-02-05,Kodagu
1268,1399,1954,Arrest,2026-09-15,Mandya
1269,1399,1956,Surrender,2026-10-14,Mandya
1270,1402,1959,Arrest,2022-07-17,Ramanagara
1271,1403,1960,Arrest,2024-12-20,Bengaluru Rural
1272,1403,1961,Arrest,2024-12-22,Bengaluru Rural
1273,1404,1963,Arrest,2025-01-01,Bengaluru City
1274,1404,1964,Arrest,2025-01-08,Bengaluru City
1275,1410,1970,Arrest,2022-09-02,Kodagu
1276,1412,1973,Arrest,2026-09-08,Mangaluru (Dakshina Kannada)
1277,1412,1974,Arrest,2026-09-25,Mangaluru (Dakshina Kannada)
1278,1413,1975,Arrest,2025-09-19,Uttara Kannada
1279,1416,1977,Surrender,2025-04-24,Chikkamagaluru
1280,1417,1978,Surrender,2026-07-29,Haveri
1281,1418,1981,Surrender,2025-08-08,Belagavi
1282,1418,1982,Arrest,2025-07-24,Belagavi
1283,1419,1983,Arrest,2023-02-10,Chamarajanagar
1284,1419,1984,Arrest,2023-01-24,Chamarajanagar
1285,1420,1985,Arrest,2025-06-16,Kalaburagi
1286,1421,1987,Arrest,2026-04-28,Hassan
1287,1422,1988,Arrest,2023-08-06,Bengaluru Rural
1288,1424,1989,Surrender,2023-09-24,Hubballi-Dharwad
1289,1425,1990,Surrender,2024-04-25,Bengaluru Rural
1290,1426,1991,Arrest,2022-03-09,Haveri
1291,1427,1992,Arrest,2025-05-13,Bengaluru City
1292,1427,1993,Arrest,2025-04-21,Bengaluru City
1293,1430,1996,Surrender,2023-04-01,Chamarajanagar
1294,1431,1998,Arrest,2025-11-21,Ballari
1295,1433,2001,Arrest,2025-07-04,Raichur
1296,1434,2002,Surrender,2025-05-22,Bengaluru City
1297,1434,2003,Arrest,2025-05-04,Bengaluru City
1298,1435,2004,Arrest,2022-11-23,Yadgir
1299,1436,2005,Arrest,2025-09-06,Tumakuru
1300,1437,2006,Arrest,2026-06-05,Gadag
1301,1438,2008,Arrest,2026-06-25,Chamarajanagar
1302,1438,2009,Arrest,2026-06-28,Chamarajanagar
1303,1440,2010,Arrest,2023-03-03,Kolar
1304,1442,2012,Arrest,2024-04-09,Bengaluru Rural
1305,1442,2013,Arrest,2024-03-28,Bengaluru Rural
1306,1443,2014,Arrest,2026-03-12,Bengaluru City
1307,1444,2015,Arrest,2024-08-15,Hubballi-Dharwad
1308,1445,2016,Arrest,2025-02-22,Bengaluru City
1309,1447,2017,Arrest,2026-12-24,Bagalkot
1310,1448,2018,Arrest,2025-04-09,Kolar
1311,1449,2019,Arrest,2025-04-17,Kodagu
1312,1450,2020,Arrest,2024-04-08,Ramanagara
1313,1450,2021,Arrest,2024-04-14,Ramanagara
1314,1453,2024,Arrest,2026-05-15,Bengaluru City
1315,1454,2025,Arrest,2026-10-23,Tumakuru
1316,1454,2026,Arrest,2026-10-31,Tumakuru
1317,1458,2030,Surrender,2025-09-03,Mysuru
1318,1458,2031,Arrest,2025-09-10,Mysuru
1319,1461,2034,Arrest,2022-12-06,Mangaluru (Dakshina Kannada)
1320,1461,2035,Arrest,2023-01-15,Mangaluru (Dakshina Kannada)
1321,1464,2038,Arrest,2026-08-10,Mysuru
1322,1466,2041,Surrender,2026-05-05,Belagavi
1323,1467,2043,Arrest,2024-11-13,Belagavi
1324,1468,2045,Arrest,2023-07-14,Hubballi-Dharwad
1325,1468,2046,Arrest,2023-08-03,Hubballi-Dharwad
1326,1470,2047,Arrest,2023-10-28,Davanagere
1327,1472,2050,Arrest,2023-12-11,Bengaluru Rural
1328,1473,2052,Arrest,2022-02-09,Mandya
1329,1474,2053,Arrest,2022-07-13,Chikkamagaluru
1330,1476,2055,Surrender,2023-05-09,Hassan
1331,1479,2060,Arrest,2022-09-19,Hassan
1332,1480,2062,Arrest,2026-10-22,Hubballi-Dharwad
1333,1481,2064,Arrest,2026-01-07,Chikkamagaluru
1334,1483,2066,Arrest,2023-12-31,Udupi
1335,1485,2069,Arrest,2022-03-05,Mysuru
1336,1485,2070,Arrest,2022-03-12,Mysuru
1337,1486,2071,Surrender,2024-06-19,Mysuru
1338,1486,2072,Arrest,2024-06-13,Mysuru
1339,1487,2073,Arrest,2022-08-03,Davanagere
1340,1487,2074,Arrest,2022-08-03,Davanagere
1341,1488,2075,Surrender,2022-06-28,Hassan
1342,1490,2077,Arrest,2024-11-20,Udupi
1343,1491,2079,Surrender,2023-03-07,Belagavi
1344,1492,2080,Arrest,2023-08-22,Bengaluru City
1345,1493,2081,Arrest,2023-01-23,Bengaluru Rural
1346,1494,2082,Arrest,2024-08-05,Tumakuru
1347,1496,2085,Arrest,2026-06-17,Bengaluru Rural
1348,1496,2086,Arrest,2026-05-29,Bengaluru Rural
1349,1496,2087,Arrest,2026-06-19,Bengaluru Rural
1350,1497,2088,Arrest,2026-12-10,Kodagu
1351,1497,2089,Arrest,2026-12-18,Kodagu
1352,1498,2091,Arrest,2024-06-27,Belagavi
1353,1498,2093,Arrest,2024-07-18,Belagavi
1354,1499,2094,Arrest,2023-11-15,Mandya
1355,1500,2095,Surrender,2025-05-26,Ramanagara
1356,1501,2096,Arrest,2025-04-19,Chamarajanagar
1357,1503,2099,Arrest,2022-07-20,Belagavi
1358,1503,2100,Arrest,2022-07-09,Belagavi
1359,1503,2101,Arrest,2022-07-04,Belagavi
1360,1504,2102,Arrest,2025-02-12,Mysuru
1361,1505,2103,Arrest,2022-11-30,Davanagere
1362,1507,2107,Arrest,2025-07-26,Bengaluru Rural
1363,1508,2108,Arrest,2025-09-24,Kodagu
1364,1509,2110,Arrest,2026-05-19,Shivamogga
1365,1510,2111,Arrest,2024-09-15,Vijayapura
1366,1510,2112,Arrest,2024-09-23,Vijayapura
1367,1511,2113,Arrest,2022-07-17,Bagalkot
1368,1512,2114,Arrest,2022-07-11,Haveri
1369,1513,2115,Arrest,2026-12-18,Mysuru
1370,1513,2116,Arrest,2026-11-23,Mysuru
1371,1514,2118,Arrest,2024-08-26,Belagavi
1372,1514,2119,Surrender,2024-08-19,Belagavi
1373,1514,2120,Arrest,2024-09-05,Belagavi
1374,1515,2121,Arrest,2026-03-04,Raichur
1375,1515,2122,Arrest,2026-03-21,Raichur
1376,1516,2123,Arrest,2024-08-16,Mysuru
1377,1517,2124,Arrest,2024-04-25,Mysuru
1378,1518,2125,Arrest,2023-05-20,Kalaburagi
1379,1518,2126,Arrest,2023-05-14,Kalaburagi
1380,1520,2129,Arrest,2025-07-25,Kalaburagi
1381,1521,2130,Arrest,2024-05-03,Tumakuru
1382,1522,2134,Arrest,2023-05-24,Belagavi
1383,1523,2135,Arrest,2026-09-27,Mysuru
1384,1525,2138,Surrender,2022-10-26,Chikkaballapur
1385,1526,2139,Arrest,2026-01-12,Hassan
1386,1527,2141,Arrest,2024-08-01,Belagavi
1387,1528,2142,Arrest,2025-12-26,Belagavi
1388,1528,2143,Arrest,2025-12-26,Belagavi
1389,1530,2145,Arrest,2025-04-08,Raichur
1390,1534,2148,Arrest,2022-12-26,Chamarajanagar
1391,1537,2152,Arrest,2023-04-30,Mangaluru (Dakshina Kannada)
1392,1538,2153,Arrest,2026-03-02,Yadgir
1393,1538,2154,Arrest,2026-02-26,Yadgir
1394,1539,2155,Arrest,2023-04-29,Chamarajanagar
1395,1540,2156,Arrest,2024-08-23,Tumakuru
1396,1541,2157,Arrest,2026-06-17,Tumakuru
1397,1541,2158,Arrest,2026-05-20,Tumakuru
1398,1542,2159,Arrest,2026-03-17,Bagalkot
1399,1545,2162,Arrest,2023-03-31,Mysuru
1400,1545,2163,Arrest,2023-03-27,Mysuru
1401,1547,2165,Arrest,2023-08-14,Chamarajanagar
1402,1550,2168,Arrest,2025-04-26,Hassan
1403,1551,2169,Surrender,2024-04-26,Mangaluru (Dakshina Kannada)
1404,1551,2170,Arrest,2024-04-21,Mangaluru (Dakshina Kannada)
1405,1553,2171,Arrest,2024-08-03,Belagavi
1406,1553,2172,Arrest,2024-07-30,Belagavi
1407,1553,2173,Arrest,2024-06-23,Belagavi
1408,1555,2175,Arrest,2022-09-29,Bengaluru Rural
1409,1556,2176,Surrender,2026-09-26,Mandya
1410,1557,2178,Arrest,2023-12-23,Mangaluru (Dakshina Kannada)
1411,1558,2180,Arrest,2023-04-26,Vijayapura
1412,1559,2181,Arrest,2023-05-09,Mysuru
1413,1559,2182,Arrest,2023-05-08,Mysuru
1414,1560,2183,Arrest,2025-10-14,Bidar
1415,1560,2184,Surrender,2025-11-25,Bidar
1416,1560,2185,Surrender,2025-10-17,Bidar
1417,1561,2186,Surrender,2024-05-04,Ballari
1418,1562,2187,Arrest,2026-07-10,Raichur
1419,1562,2189,Arrest,2026-07-29,Raichur
1420,1565,2193,Arrest,2026-02-17,Bengaluru City
1421,1567,2195,Arrest,2023-01-08,Belagavi
1422,1568,2196,Arrest,2027-01-29,Davanagere
1423,1569,2197,Arrest,2026-08-30,Mangaluru (Dakshina Kannada)
1424,1569,2198,Arrest,2026-08-11,Mangaluru (Dakshina Kannada)
1425,1569,2199,Arrest,2026-08-29,Mangaluru (Dakshina Kannada)
1426,1570,2200,Arrest,2025-09-27,Davanagere
1427,1572,2202,Arrest,2026-05-28,Ballari
1428,1574,2204,Arrest,2024-04-30,Udupi
1429,1575,2205,Arrest,2022-07-30,Gadag
1430,1576,2206,Arrest,2025-02-24,Haveri
1431,1577,2210,Arrest,2023-09-04,Chamarajanagar
1432,1578,2211,Arrest,2024-05-30,Belagavi
1433,1580,2213,Arrest,2024-01-10,Ballari
1434,1582,2216,Arrest,2025-11-27,Bengaluru Rural
1435,1584,2219,Arrest,2026-05-27,Mandya
1436,1584,2221,Arrest,2026-05-15,Mandya
1437,1586,2223,Arrest,2025-01-09,Belagavi
1438,1587,2225,Arrest,2025-09-14,Tumakuru
1439,1588,2226,Arrest,2024-08-17,Hubballi-Dharwad
1440,1589,2227,Arrest,2023-02-25,Mysuru
1441,1591,2230,Arrest,2022-03-30,Ramanagara
1442,1595,2233,Surrender,2023-03-20,Bengaluru City
1443,1596,2234,Surrender,2026-03-04,Haveri
1444,1598,2236,Arrest,2026-03-01,Gadag
1445,1598,2238,Arrest,2026-03-24,Gadag
1446,1599,2240,Surrender,2024-09-24,Davanagere
1447,1601,2242,Arrest,2023-01-13,Raichur
1448,1603,2243,Arrest,2025-11-26,Davanagere
1449,1603,2244,Arrest,2025-11-26,Davanagere
1450,1606,2249,Surrender,2022-08-03,Kodagu
1451,1606,2250,Surrender,2022-08-01,Kodagu
1452,1607,2251,Arrest,2026-10-16,Ballari
1453,1607,2252,Arrest,2026-09-18,Ballari
1454,1609,2255,Arrest,2023-07-24,Davanagere
1455,1609,2256,Arrest,2023-07-15,Davanagere
1456,1612,2258,Surrender,2025-08-18,Bengaluru Rural
1457,1613,2260,Arrest,2026-06-19,Mangaluru (Dakshina Kannada)
1458,1614,2261,Arrest,2026-03-31,Kolar
1459,1615,2263,Surrender,2025-02-09,Bengaluru Rural
1460,1615,2264,Arrest,2025-01-11,Bengaluru Rural
1461,1616,2265,Arrest,2025-12-31,Belagavi
1462,1616,2266,Arrest,2025-12-22,Belagavi
1463,1617,2267,Arrest,2026-11-18,Gadag
1464,1618,2268,Arrest,2026-02-04,Belagavi
1465,1619,2269,Arrest,2025-08-31,Belagavi
1466,1619,2270,Arrest,2025-08-22,Belagavi
1467,1623,2273,Arrest,2025-12-02,Kalaburagi
1468,1624,2274,Arrest,2023-11-02,Mandya
1469,1625,2276,Arrest,2024-12-17,Mysuru
1470,1626,2278,Arrest,2024-02-19,Bengaluru City
1471,1627,2279,Arrest,2024-05-09,Bidar
1472,1627,2280,Arrest,2024-05-08,Bidar
1473,1628,2281,Arrest,2023-08-17,Udupi
1474,1629,2282,Arrest,2023-08-14,Bengaluru City
1475,1630,2283,Surrender,2024-06-03,Bengaluru City
1476,1631,2286,Arrest,2025-02-05,Hubballi-Dharwad
1477,1632,2288,Arrest,2025-07-04,Mangaluru (Dakshina Kannada)
1478,1633,2289,Arrest,2026-04-14,Bengaluru Rural
1479,1634,2290,Arrest,2024-07-26,Mysuru
1480,1638,2292,Surrender,2025-05-20,Shivamogga
1481,1639,2293,Arrest,2024-04-07,Bengaluru Rural
1482,1639,2295,Arrest,2024-04-13,Bengaluru Rural
1483,1641,2296,Surrender,2024-05-02,Belagavi
1484,1641,2297,Arrest,2024-05-10,Belagavi
1485,1642,2299,Arrest,2024-12-16,Belagavi
1486,1645,2301,Arrest,2023-12-27,Yadgir
1487,1647,2302,Surrender,2025-07-26,Yadgir
1488,1648,2303,Arrest,2023-09-15,Bengaluru Rural
1489,1649,2304,Arrest,2026-06-17,Mysuru
1490,1649,2305,Arrest,2026-07-02,Mysuru
1491,1651,2308,Arrest,2024-08-21,Chamarajanagar
1492,1651,2309,Arrest,2024-09-24,Chamarajanagar
1493,1652,2310,Arrest,2024-07-29,Mysuru
1494,1657,2312,Arrest,2023-08-25,Bengaluru City
1495,1658,2313,Arrest,2024-09-04,Belagavi
1496,1659,2314,Arrest,2026-04-27,Tumakuru
1497,1661,2317,Arrest,2026-10-09,Mangaluru (Dakshina Kannada)
1498,1661,2319,Arrest,2026-10-11,Mangaluru (Dakshina Kannada)
1499,1662,2320,Arrest,2024-05-31,Bidar
1500,1662,2321,Surrender,2024-05-06,Bidar
1501,1663,2322,Arrest,2024-09-10,Bengaluru Rural
1502,1666,2324,Arrest,2026-01-12,Tumakuru
1503,1669,2328,Surrender,2023-09-14,Kolar
1504,1670,2329,Surrender,2023-03-28,Bengaluru Rural
1505,1671,2330,Surrender,2025-09-10,Davanagere
1506,1672,2332,Arrest,2022-11-25,Haveri
1507,1673,2334,Arrest,2025-09-09,Hassan
1508,1674,2335,Arrest,2022-01-24,Tumakuru
1509,1675,2336,Arrest,2024-08-31,Kolar
1510,1675,2337,Arrest,2024-08-25,Kolar
1511,1678,2340,Arrest,2023-07-22,Chikkaballapur
1512,1678,2341,Surrender,2023-07-20,Chikkaballapur
1513,1680,2344,Arrest,2023-10-17,Gadag
1514,1683,2349,Arrest,2023-03-21,Yadgir
1515,1684,2350,Arrest,2025-08-26,Chitradurga
1516,1684,2351,Arrest,2025-09-19,Chitradurga
1517,1685,2353,Arrest,2025-12-10,Mysuru
1518,1687,2355,Arrest,2026-01-28,Yadgir
1519,1688,2356,Arrest,2022-07-29,Chamarajanagar
1520,1689,2358,Surrender,2022-01-30,Belagavi
1521,1691,2359,Surrender,2022-05-26,Mangaluru (Dakshina Kannada)
1522,1692,2360,Arrest,2022-03-06,Ballari
1523,1694,2361,Arrest,2022-12-14,Udupi
1524,1694,2362,Arrest,2022-11-13,Udupi
1525,1694,2363,Surrender,2022-12-14,Udupi
1526,1695,2364,Surrender,2025-02-19,Gadag
1527,1695,2365,Arrest,2025-02-10,Gadag
1528,1696,2366,Arrest,2023-07-09,Kodagu
1529,1698,2367,Arrest,2026-06-01,Bengaluru City
1530,1698,2368,Arrest,2026-06-09,Bengaluru City
1531,1698,2369,Arrest,2026-06-18,Bengaluru City
1532,1699,2370,Arrest,2026-01-03,Ramanagara
1533,1701,2372,Arrest,2023-07-19,Hubballi-Dharwad
1534,1702,2373,Arrest,2025-06-11,Belagavi
1535,1703,2374,Arrest,2026-06-01,Mangaluru (Dakshina Kannada)
1536,1703,2375,Surrender,2026-06-27,Mangaluru (Dakshina Kannada)
1537,1704,2376,Arrest,2025-02-01,Mangaluru (Dakshina Kannada)
1538,1705,2377,Surrender,2025-11-25,Davanagere
1539,1705,2378,Arrest,2025-10-21,Davanagere
1540,1707,2381,Surrender,2026-02-16,Bagalkot
1541,1710,2386,Arrest,2025-01-09,Bengaluru City
1542,1711,2387,Surrender,2022-07-25,Tumakuru
1543,1712,2388,Arrest,2023-08-13,Vijayapura
1544,1715,2391,Arrest,2025-12-05,Mandya
1545,1715,2392,Arrest,2025-11-22,Mandya
1546,1716,2393,Arrest,2022-10-09,Raichur
1547,1716,2395,Arrest,2022-10-20,Raichur
1548,1717,2396,Arrest,2026-11-15,Mysuru
1549,1720,2400,Arrest,2025-07-19,Bidar
1550,1724,2404,Arrest,2027-01-16,Hubballi-Dharwad
1551,1726,2405,Surrender,2025-10-29,Bengaluru City
1552,1728,2407,Arrest,2024-05-06,Mysuru
1553,1729,2409,Surrender,2025-03-29,Belagavi
1554,1731,2411,Arrest,2023-06-25,Shivamogga
1555,1732,2412,Arrest,2023-09-09,Bengaluru Rural
1556,1734,2414,Surrender,2024-05-21,Chamarajanagar
1557,1735,2415,Surrender,2026-06-13,Shivamogga
1558,1736,2416,Arrest,2026-01-22,Uttara Kannada
1559,1736,2417,Arrest,2026-02-01,Uttara Kannada
1560,1741,2422,Arrest,2024-05-17,Gadag
1561,1742,2423,Arrest,2023-10-19,Bengaluru Rural
1562,1743,2424,Arrest,2023-04-27,Bidar
1563,1744,2425,Arrest,2026-02-25,Belagavi
1564,1747,2427,Arrest,2025-07-11,Vijayapura
1565,1747,2428,Arrest,2025-07-11,Vijayapura
1566,1747,2429,Arrest,2025-08-16,Vijayapura
1567,1749,2430,Arrest,2026-07-14,Bidar
1568,1749,2431,Arrest,2026-07-05,Bidar
1569,1751,2433,Surrender,2023-06-11,Ramanagara
1570,1751,2434,Arrest,2023-06-12,Ramanagara
1571,1752,2435,Arrest,2026-01-26,Kodagu
1572,1753,2437,Arrest,2026-07-03,Ballari
1573,1754,2438,Arrest,2023-04-13,Haveri
1574,1755,2439,Arrest,2024-05-06,Raichur
1575,1755,2440,Arrest,2024-05-18,Raichur
1576,1756,2441,Arrest,2026-08-14,Chikkamagaluru
1577,1757,2443,Arrest,2025-11-27,Davanagere
1578,1759,2444,Arrest,2027-01-13,Chamarajanagar
1579,1759,2445,Arrest,2027-01-15,Chamarajanagar
1580,1761,2447,Surrender,2025-05-23,Davanagere
1581,1761,2448,Surrender,2025-04-17,Davanagere
1582,1763,2450,Arrest,2023-01-05,Bengaluru City
1583,1766,2453,Surrender,2025-08-22,Shivamogga
1584,1767,2456,Arrest,2024-10-26,Chikkamagaluru
1585,1768,2458,Surrender,2023-12-16,Bengaluru Rural
1586,1769,2459,Arrest,2023-09-15,Mangaluru (Dakshina Kannada)
1587,1769,2460,Arrest,2023-10-14,Mangaluru (Dakshina Kannada)
1588,1770,2461,Arrest,2025-06-21,Bengaluru Rural
1589,1772,2465,Surrender,2026-09-15,Bengaluru Rural
1590,1773,2466,Arrest,2025-07-01,Kodagu
1591,1774,2467,Arrest,2025-05-01,Davanagere
1592,1776,2469,Arrest,2022-10-12,Belagavi
1593,1776,2470,Arrest,2022-09-23,Belagavi
1594,1778,2473,Arrest,2025-02-27,Yadgir
1595,1780,2477,Arrest,2025-05-22,Raichur
1596,1780,2478,Arrest,2025-04-30,Raichur
1597,1781,2479,Arrest,2023-06-13,Bengaluru Rural
1598,1782,2480,Arrest,2024-01-29,Yadgir
1599,1783,2482,Arrest,2022-11-16,Bengaluru City
1600,1784,2484,Arrest,2023-06-02,Ballari
1601,1784,2485,Arrest,2023-05-23,Ballari
1602,1784,2486,Arrest,2023-06-20,Ballari
1603,1785,2487,Arrest,2025-03-28,Mandya
1604,1786,2488,Arrest,2027-01-08,Mangaluru (Dakshina Kannada)
1605,1787,2489,Arrest,2026-10-02,Yadgir
1606,1787,2490,Arrest,2026-10-29,Yadgir
1607,1788,2491,Arrest,2025-02-21,Mysuru
1608,1791,2496,Arrest,2024-08-09,Bengaluru City
1609,1793,2497,Arrest,2023-08-25,Raichur
1610,1793,2498,Arrest,2023-08-16,Raichur
1611,1794,2500,Arrest,2026-07-14,Mangaluru (Dakshina Kannada)
1612,1794,2501,Surrender,2026-07-18,Mangaluru (Dakshina Kannada)
1613,1795,2503,Surrender,2022-03-28,Bengaluru Rural
1614,1795,2504,Arrest,2022-04-21,Bengaluru Rural
1615,1796,2505,Arrest,2026-04-18,Ramanagara
1616,1797,2506,Arrest,2025-11-19,Tumakuru
1617,1798,2507,Arrest,2022-08-08,Hubballi-Dharwad
1618,1799,2508,Arrest,2026-06-04,Udupi
1619,1799,2509,Surrender,2026-06-01,Udupi
1620,1801,2511,Arrest,2022-03-01,Ramanagara
1621,1801,2512,Arrest,2022-02-05,Ramanagara
1622,1802,2513,Arrest,2025-09-29,Bagalkot
1623,1803,2514,Surrender,2026-03-27,Belagavi
1624,1804,2515,Arrest,2026-08-27,Bengaluru Rural
1625,1805,2516,Surrender,2024-10-01,Bengaluru Rural
1626,1805,2517,Arrest,2024-10-07,Bengaluru Rural
1627,1806,2519,Arrest,2025-11-19,Mysuru
1628,1808,2521,Arrest,2022-08-02,Hubballi-Dharwad
1629,1813,2526,Arrest,2026-09-17,Kolar
1630,1813,2527,Arrest,2026-09-30,Kolar
1631,1815,2530,Arrest,2022-09-11,Kalaburagi
1632,1816,2532,Surrender,2026-11-09,Bengaluru City
1633,1817,2533,Arrest,2022-09-28,Kodagu
1634,1817,2534,Arrest,2022-09-24,Kodagu
1635,1818,2536,Surrender,2025-07-14,Bengaluru Rural
1636,1820,2538,Arrest,2022-11-08,Bagalkot
1637,1820,2539,Arrest,2022-11-11,Bagalkot
1638,1823,2542,Surrender,2024-11-26,Davanagere
1639,1824,2544,Arrest,2025-03-23,Vijayapura
1640,1825,2545,Arrest,2026-04-03,Ramanagara
1641,1825,2546,Arrest,2026-03-16,Ramanagara
1642,1826,2547,Arrest,2025-06-18,Bengaluru Rural
1643,1826,2548,Surrender,2025-07-22,Bengaluru Rural
1644,1827,2549,Arrest,2025-10-11,Bengaluru Rural
1645,1827,2550,Arrest,2025-10-30,Bengaluru Rural
1646,1828,2552,Arrest,2024-02-26,Belagavi
1647,1829,2553,Arrest,2024-10-28,Mandya
1648,1832,2556,Arrest,2023-08-26,Bengaluru Rural
1649,1833,2557,Arrest,2025-09-04,Kodagu
1650,1834,2558,Arrest,2026-07-09,Bidar
1651,1835,2560,Arrest,2025-10-06,Belagavi
1652,1837,2562,Arrest,2026-12-27,Bengaluru Rural
1653,1837,2563,Arrest,2026-12-29,Bengaluru Rural
1654,1838,2564,Arrest,2022-07-06,Tumakuru
1655,1838,2565,Arrest,2022-06-16,Tumakuru
1656,1839,2567,Surrender,2026-04-26,Udupi
1657,1841,2569,Surrender,2024-06-18,Raichur
1658,1844,2572,Arrest,2024-07-04,Koppal
1659,1845,2574,Arrest,2023-08-08,Haveri
1660,1845,2575,Arrest,2023-08-08,Haveri
1661,1846,2576,Arrest,2022-07-10,Mysuru
1662,1847,2578,Surrender,2026-08-10,Belagavi
1663,1848,2579,Surrender,2026-09-24,Udupi
1664,1849,2580,Surrender,2026-09-30,Hassan
1665,1850,2581,Arrest,2023-11-19,Mysuru
1666,1851,2583,Arrest,2023-10-07,Bengaluru City
1667,1853,2585,Arrest,2022-09-24,Mangaluru (Dakshina Kannada)
1668,1854,2587,Surrender,2026-08-13,Chamarajanagar
1669,1856,2588,Arrest,2025-08-11,Mysuru
1670,1858,2590,Arrest,2024-01-04,Gadag
1671,1859,2591,Surrender,2023-01-12,Koppal
1672,1860,2592,Arrest,2025-10-01,Yadgir
1673,1860,2593,Surrender,2025-10-31,Yadgir
1674,1861,2594,Arrest,2026-04-16,Bagalkot
1675,1863,2596,Arrest,2022-11-13,Udupi
1676,1863,2598,Arrest,2022-12-10,Udupi
1677,1864,2599,Arrest,2026-04-24,Bengaluru Rural
1678,1864,2600,Arrest,2026-04-16,Bengaluru Rural
1679,1866,2602,Arrest,2022-10-10,Ballari
1680,1867,2603,Surrender,2024-08-13,Belagavi
1681,1868,2604,Arrest,2025-07-24,Chamarajanagar
1682,1868,2605,Arrest,2025-08-03,Chamarajanagar
1683,1868,2606,Surrender,2025-08-17,Chamarajanagar
1684,1871,2610,Arrest,2026-08-12,Bidar
1685,1876,2615,Arrest,2025-12-08,Belagavi
1686,1878,2619,Surrender,2024-07-06,Hubballi-Dharwad
1687,1880,2620,Arrest,2027-01-31,Belagavi
1688,1881,2621,Arrest,2026-06-03,Ballari
1689,1883,2623,Arrest,2024-12-25,Ballari
1690,1883,2624,Surrender,2025-01-20,Ballari
1691,1884,2625,Arrest,2026-09-20,Raichur
1692,1886,2627,Arrest,2026-09-27,Bagalkot
1693,1886,2628,Arrest,2026-10-02,Bagalkot
1694,1887,2629,Arrest,2022-03-02,Chamarajanagar
1695,1888,2630,Arrest,2022-12-18,Mangaluru (Dakshina Kannada)
1696,1889,2631,Arrest,2026-01-19,Shivamogga
1697,1890,2632,Arrest,2024-04-30,Mysuru
1698,1892,2634,Arrest,2023-06-10,Bengaluru City
1699,1893,2635,Arrest,2025-09-07,Bengaluru City
1700,1893,2636,Arrest,2025-08-17,Bengaluru City
1701,1894,2638,Arrest,2023-02-15,Belagavi
1702,1895,2639,Arrest,2026-12-30,Uttara Kannada
1703,1897,2642,Surrender,2026-04-18,Belagavi
1704,1898,2644,Arrest,2022-07-31,Belagavi
1705,1900,2646,Surrender,2026-02-28,Belagavi
1706,1901,2649,Arrest,2026-04-24,Belagavi
1707,1903,2651,Arrest,2026-12-23,Kolar
1708,1905,2653,Arrest,2026-07-02,Vijayapura
1709,1905,2654,Surrender,2026-05-31,Vijayapura
1710,1905,2655,Arrest,2026-06-02,Vijayapura
1711,1908,2658,Arrest,2026-09-06,Bagalkot
1712,1908,2659,Surrender,2026-10-11,Bagalkot
1713,1908,2660,Surrender,2026-09-13,Bagalkot
1714,1909,2662,Surrender,2025-12-31,Bengaluru City
1715,1910,2663,Arrest,2026-04-25,Ballari
1716,1911,2664,Arrest,2025-09-05,Bengaluru City
1717,1913,2665,Arrest,2022-08-30,Belagavi
1718,1914,2666,Arrest,2024-09-01,Davanagere
1719,1915,2667,Arrest,2022-02-27,Kodagu
1720,1916,2668,Arrest,2023-11-08,Mysuru
1721,1916,2669,Arrest,2023-10-22,Mysuru
1722,1918,2671,Arrest,2026-04-27,Koppal
1723,1918,2672,Arrest,2026-05-06,Koppal
1724,1919,2674,Arrest,2025-12-04,Hubballi-Dharwad
1725,1919,2675,Surrender,2025-11-30,Hubballi-Dharwad
1726,1920,2676,Arrest,2024-06-21,Bidar
1727,1921,2677,Arrest,2023-11-24,Belagavi
1728,1922,2678,Arrest,2024-11-25,Bengaluru Rural
1729,1922,2679,Arrest,2024-12-15,Bengaluru Rural
1730,1923,2680,Surrender,2022-04-03,Bengaluru Rural
1731,1924,2681,Arrest,2024-09-12,Bengaluru Rural
1732,1927,2683,Arrest,2024-04-17,Chamarajanagar
1733,1930,2686,Surrender,2026-01-03,Belagavi
