AccusedMasterID,CaseMasterID,PersonID,GenderID,AgeYear,District,ModusOperandi,RepeatIdentity
1807,1298,A1,M,31,Hassan,Break-in via Rear Entry,1807
1808,1299,A1,M,29,Hubballi-Dharwad,Confrontation over Dispute,1808
1809,1300,A1,M,29,Raichur,Cheque Bounce Fraud,1809
1810,1300,A2,M,24,Raichur,Chit Fund Default,1810
1811,1301,A1,M,16,Kodagu,Vehicle Theft (Parked),1811
1812,1302,A1,M,16,Belagavi,Chit Fund Default,1812
1813,1302,A2,M,36,Belagavi,Shell Company Cheating,1813
1814,1303,A1,M,37,Bengaluru City,Weapon-Assisted Assault,1814
1815,1303,A2,F,16,Bengaluru City,Weapon-Assisted Assault,1815
1816,1303,A3,F,26,Bengaluru City,Confrontation over Dispute,1816
1817,1304,A1,M,26,Bengaluru City,Snatching in Transit,1817
1818,1305,A1,M,52,Belagavi,Group Attack (Prior Enmity),1818
1819,1306,A1,M,22,Ramanagara,Cheque Bounce Fraud,1819
1820,1307,A1,F,16,Udupi,Stalking Prior to Offence,1820
1821,1307,A2,M,26,Udupi,Stalking Prior to Offence,1821
1822,1307,A3,M,26,Udupi,Stalking Prior to Offence,1822
1823,1308,A1,M,39,Koppal,Snatching in Transit,1823
1824,1309,A1,M,26,Shivamogga,Group Attack (Prior Enmity),1824
1825,1310,A1,M,31,Tumakuru,Chit Fund Default,1825
1826,1310,A2,M,17,Tumakuru,Forged Document Trail,1826
1827,1310,A3,M,23,Tumakuru,Chit Fund Default,1827
1828,1312,A1,M,16,Ramanagara,Vehicle Theft (Parked),1828
1829,1312,A2,M,31,Ramanagara,Break-in via Rear Entry,1829
1830,1313,A1,M,25,Shivamogga,Known-Person Domestic Abuse,1830
1831,1314,A1,M,16,Haveri,Vehicle Theft (Parked),1831
1832,1314,A2,M,24,Haveri,Snatching in Transit,1832
1833,1315,A1,M,27,Yadgir,Social-Media Incited Assembly,1833
1834,1315,A2,M,42,Yadgir,Organized Group Mobilization,1834
1835,1316,A1,M,27,Yadgir,Confrontation over Dispute,1835
1836,1316,A2,M,16,Yadgir,Weapon-Assisted Assault,1836
1837,1317,A1,M,16,Bagalkot,Weapon-Assisted Assault,1837
1838,1318,A1,F,34,Ballari,Weapon-Assisted Assault,1838
1839,1318,A2,M,23,Ballari,Weapon-Assisted Assault,1839
1840,1320,A1,M,26,Shivamogga,SIM-Swap Fraud,1840
1841,1321,A1,M,19,Raichur,Confrontation over Dispute,1841
1842,1321,A2,M,16,Raichur,Group Attack (Prior Enmity),1842
1843,1322,A1,F,26,Raichur,Break-in via Rear Entry,1843
1844,1323,A1,M,32,Hassan,Phishing Link / OTP Fraud,1844
1845,1324,A1,M,55,Mangaluru (Dakshina Kannada),Known-Person Domestic Abuse,1845
1846,1324,A2,M,33,Mangaluru (Dakshina Kannada),Stalking Prior to Offence,1846
1847,1324,A3,M,53,Mangaluru (Dakshina Kannada),Dowry-Related Coercion,1847
1848,1325,A1,M,20,Bengaluru Rural,Forged Document Trail,1848
1849,1325,A2,M,16,Bengaluru Rural,Forged Document Trail,1849
1850,1326,A1,M,34,Bengaluru Rural,Fake Investment App,1850
1851,1327,A1,M,30,Chikkamagaluru,Phishing Link / OTP Fraud,1851
1852,1328,A1,M,30,Haveri,Social-Media Incited Assembly,1852
1853,1329,A1,M,16,Chamarajanagar,Shop Lock-Break,1853
1854,1330,A1,M,38,Udupi,Chit Fund Default,1854
1855,1330,A2,M,28,Udupi,Chit Fund Default,1855
1856,1330,A3,F,37,Udupi,Forged Document Trail,1856
1857,1331,A1,M,31,Hubballi-Dharwad,SIM-Swap Fraud,1857
1858,1331,A2,M,30,Hubballi-Dharwad,Phishing Link / OTP Fraud,1858
1859,1332,A1,M,23,Mangaluru (Dakshina Kannada),Forged Document Trail,1859
1860,1332,A2,M,23,Mangaluru (Dakshina Kannada),Cheque Bounce Fraud,1860
1861,1332,A3,M,22,Mangaluru (Dakshina Kannada),Shell Company Cheating,1861
1862,1333,A1,F,22,Hassan,Confrontation over Dispute,1862
1863,1334,A1,M,16,Bengaluru City,SIM-Swap Fraud,1863
1864,1335,A1,M,23,Shivamogga,Night-time House Break-in,1864
1865,1335,A2,M,18,Shivamogga,Shop Lock-Break,1865
1866,1336,A1,M,33,Bengaluru Rural,Stalking Prior to Offence,1866
1867,1337,A1,M,28,Hubballi-Dharwad,Cross-Border Transit Route,1867
1868,1339,A1,M,25,Tumakuru,Group Attack (Prior Enmity),1868
1869,1340,A1,M,28,Kodagu,Break-in via Rear Entry,1869
1870,1342,A1,F,21,Belagavi,Group Attack (Prior Enmity),1870
1871,1342,A2,F,21,Belagavi,Sudden Armed Assault,1871
1872,1344,A1,F,28,Bengaluru City,Shop Lock-Break,1872
1873,1344,A2,M,22,Bengaluru City,Night-time House Break-in,1873
1874,1345,A1,M,32,Vijayapura,Fake Investment App,1874
1875,1345,A2,M,37,Vijayapura,Fake Investment App,1875
1876,1346,A1,M,24,Davanagere,SIM-Swap Fraud,1876
1877,1347,A1,F,24,Davanagere,Group Attack (Prior Enmity),1877
1878,1347,A2,M,23,Davanagere,Sudden Armed Assault,1878
1879,1348,A1,M,28,Kalaburagi,Snatching in Transit,1879
1880,1348,A2,M,30,Kalaburagi,Shop Lock-Break,1880
1881,1350,A1,M,39,Belagavi,Stalking Prior to Offence,1881
1882,1352,A1,M,54,Davanagere,Confrontation over Dispute,1882
1883,1353,A1,M,32,Ballari,Group Attack (Prior Enmity),1883
1884,1353,A2,M,32,Ballari,Sudden Armed Assault,1884
1885,1354,A1,F,19,Kalaburagi,Shell Company Cheating,1885
1886,1355,A1,M,40,Bengaluru City,Shop Lock-Break,1886
1887,1356,A1,M,29,Bengaluru Rural,Weapon-Assisted Assault,1887
1888,1357,A1,F,16,Chamarajanagar,Known-Person Domestic Abuse,1888
1889,1358,A1,M,42,Ballari,Cheque Bounce Fraud,1889
1890,1359,A1,F,23,Bengaluru Rural,Confrontation over Dispute,1890
1891,1360,A1,M,23,Kodagu,Workplace Harassment,1891
1892,1360,A2,M,16,Kodagu,Known-Person Domestic Abuse,1892
1893,1361,A1,M,35,Vijayapura,Break-in via Rear Entry,1893
1894,1362,A1,M,38,Chamarajanagar,Social-Media Incited Assembly,1894
1895,1362,A2,M,42,Chamarajanagar,Social-Media Incited Assembly,1895
1896,1363,A1,F,24,Chamarajanagar,Group Attack (Prior Enmity),1896
1897,1363,A2,M,28,Chamarajanagar,Sudden Armed Assault,1897
1898,1364,A1,M,35,Gadag,Cross-Border Transit Route,1898
1899,1365,A1,M,27,Hassan,Shop Lock-Break,1899
1900,1365,A2,M,26,Hassan,Snatching in Transit,1900
1901,1367,A1,M,40,Bagalkot,Night-time House Break-in,1901
1902,1368,A1,M,24,Belagavi,Fake Investment App,1902
1903,1369,A1,M,31,Chikkamagaluru,Phishing Link / OTP Fraud,1903
1904,1369,A2,M,36,Chikkamagaluru,Fake Investment App,1904
1905,1370,A1,M,25,Belagavi,Snatching in Transit,1905
1906,1370,A2,M,25,Belagavi,Vehicle Theft (Parked),1906
1907,1370,A3,M,20,Belagavi,Break-in via Rear Entry,1907
1908,1371,A1,M,21,Bidar,Stalking Prior to Offence,1908
1909,1371,A2,M,40,Bidar,Dowry-Related Coercion,1909
1910,1371,A3,M,21,Bidar,Stalking Prior to Offence,1910
1911,1372,A1,M,32,Belagavi,Confrontation over Dispute,1911
1912,1373,A1,M,37,Gadag,Dowry-Related Coercion,1912
1913,1374,A1,M,27,Mysuru,Fake Investment App,1913
1914,1374,A2,M,30,Mysuru,Phishing Link / OTP Fraud,1914
1915,1375,A1,M,30,Raichur,Shop Lock-Break,1915
1916,1375,A2,F,24,Raichur,Night-time House Break-in,1916
1917,1376,A1,M,23,Belagavi,Home Cultivation/Storage,1917
1918,1377,A1,F,32,Gadag,Group Attack (Prior Enmity),1918
1919,1378,A1,M,30,Mangaluru (Dakshina Kannada),Home Cultivation/Storage,1919
1920,1378,A2,M,22,Mangaluru (Dakshina Kannada),Courier via Public Transport,1920
1921,1378,A3,M,19,Mangaluru (Dakshina Kannada),Cross-Border Transit Route,1921
1922,1379,A1,M,28,Chamarajanagar,Sudden Armed Assault,1922
1923,1379,A2,M,37,Chamarajanagar,Weapon-Assisted Assault,1923
1924,1380,A1,M,36,Bengaluru Rural,Group Attack (Prior Enmity),1924
1925,1381,A1,M,16,Hubballi-Dharwad,Snatching in Transit,1925
1926,1382,A1,M,16,Mandya,Confrontation over Dispute,1926
1927,1383,A1,M,26,Davanagere,Dowry-Related Coercion,1927
1928,1383,A2,M,24,Davanagere,Known-Person Domestic Abuse,1928
1929,1384,A1,M,32,Chamarajanagar,Dowry-Related Coercion,1929
1930,1385,A1,F,34,Ramanagara,Workplace Harassment,1930
1931,1387,A1,M,33,Mangaluru (Dakshina Kannada),Confrontation over Dispute,1931
1932,1387,A2,M,41,Mangaluru (Dakshina Kannada),Weapon-Assisted Assault,1932
1933,1388,A1,M,16,Udupi,Fake Investment App,1933
1934,1388,A2,M,33,Udupi,Social Media Impersonation,1934
1935,1389,A1,M,39,Belagavi,SIM-Swap Fraud,1935
1936,1390,A1,M,24,Koppal,SIM-Swap Fraud,1936
1937,1391,A1,M,29,Ramanagara,Vehicle Theft (Parked),1937
1938,1391,A2,M,20,Ramanagara,Snatching in Transit,1938
1939,1392,A1,M,40,Hubballi-Dharwad,SIM-Swap Fraud,1939
1940,1392,A2,M,16,Hubballi-Dharwad,Phishing Link / OTP Fraud,1940
1941,1393,A1,M,30,Kolar,Night-time House Break-in,1941
1942,1394,A1,M,18,Chikkamagaluru,Phishing Link / OTP Fraud,1942
1943,1394,A2,M,28,Chikkamagaluru,Phishing Link / OTP Fraud,1943
1944,1394,A3,M,20,Chikkamagaluru,Social Media Impersonation,1944
1945,1395,A1,F,27,Mangaluru (Dakshina Kannada),Group Attack (Prior Enmity),1945
1946,1395,A2,M,26,Mangaluru (Dakshina Kannada),Group Attack (Prior Enmity),1946
1947,1396,A1,M,16,Bengaluru City,Stalking Prior to Offence,1947
1948,1398,A1,M,38,Bengaluru Rural,Group Attack (Prior Enmity),1948
1949,1399,A1,F,27,Bidar,Confrontation over Dispute,1949
1950,1401,A1,M,29,Kolar,Weapon-Assisted Assault,1950
1951,1402,A1,M,34,Tumakuru,Weapon-Assisted Assault,1951
1952,1403,A1,M,40,Chamarajanagar,Stalking Prior to Offence,1952
1953,1403,A2,M,16,Chamarajanagar,Known-Person Domestic Abuse,1953
1954,1403,A3,M,18,Chamarajanagar,Stalking Prior to Offence,1954
1955,1404,A1,M,39,Gadag,Chit Fund Default,1955
1956,1404,A2,M,17,Gadag,Forged Document Trail,1956
1957,1405,A1,M,36,Kodagu,Sudden Armed Assault,1957
1958,1405,A2,M,36,Kodagu,Group Attack (Prior Enmity),1958
1959,1405,A3,M,39,Kodagu,Sudden Armed Assault,1959
1960,1406,A1,M,45,Belagavi,Break-in via Rear Entry,1960
1961,1406,A2,F,16,Belagavi,Night-time House Break-in,1961
1962,1406,A3,F,37,Belagavi,Night-time House Break-in,1962
1963,1407,A1,M,39,Bengaluru Rural,Fake Investment App,1963
1964,1408,A1,M,31,Raichur,Known-Person Domestic Abuse,1964
1965,1409,A1,M,30,Chikkaballapur,Break-in via Rear Entry,1965
1966,1410,A1,M,25,Mangaluru (Dakshina Kannada),SIM-Swap Fraud,1966
1967,1411,A1,M,38,Davanagere,Group Attack (Prior Enmity),1967
1968,1412,A1,M,37,Davanagere,Forged Document Trail,1968
1969,1413,A1,M,25,Bengaluru City,Known-Person Domestic Abuse,1969
1970,1413,A2,F,17,Bengaluru City,Known-Person Domestic Abuse,1970
1971,1414,A1,M,28,Kalaburagi,Known-Person Domestic Abuse,1971
1972,1415,A1,F,24,Kodagu,Chit Fund Default,1972
1973,1415,A2,M,47,Kodagu,Cheque Bounce Fraud,1973
1974,1415,A3,M,27,Kodagu,Shell Company Cheating,1974
1975,1416,A1,M,27,Belagavi,Social Media Impersonation,1975
1976,1417,A1,M,20,Mangaluru (Dakshina Kannada),Confrontation over Dispute,1976
1977,1419,A1,M,16,Tumakuru,Sudden Armed Assault,1977
1978,1420,A1,M,29,Davanagere,Group Attack (Prior Enmity),1978
1979,1420,A2,M,43,Davanagere,Confrontation over Dispute,1979
1980,1420,A3,F,43,Davanagere,Confrontation over Dispute,1980
1981,1421,A1,M,25,Mysuru,Weapon-Assisted Assault,1981
1982,1422,A1,M,29,Bidar,Cheque Bounce Fraud,1982
1983,1423,A1,M,21,Bidar,Stalking Prior to Offence,1983
1984,1424,A1,M,27,Davanagere,Cross-Border Transit Route,1984
1985,1425,A1,M,21,Mysuru,Home Cultivation/Storage,1985
1986,1426,A1,M,16,Davanagere,Shop Lock-Break,1986
1987,1427,A1,F,40,Raichur,Stalking Prior to Offence,1987
1988,1428,A1,M,32,Chitradurga,Break-in via Rear Entry,1988
1989,1428,A2,M,37,Chitradurga,Break-in via Rear Entry,1989
1990,1428,A3,M,40,Chitradurga,Night-time House Break-in,1990
1991,1429,A1,M,28,Yadgir,Vehicle Theft (Parked),1991
1992,1430,A1,M,36,Haveri,Stalking Prior to Offence,1992
1993,1431,A1,M,24,Udupi,Group Attack (Prior Enmity),1993
1994,1432,A1,M,29,Chikkamagaluru,Sudden Armed Assault,1994
1995,1434,A1,F,32,Mysuru,Shop Lock-Break,1995
1996,1434,A2,M,28,Mysuru,Snatching in Transit,1996
1997,1435,A1,M,28,Koppal,SIM-Swap Fraud,1997
1998,1435,A2,M,16,Koppal,SIM-Swap Fraud,1998
1999,1435,A3,F,36,Koppal,SIM-Swap Fraud,1999
2000,1436,A1,F,39,Chamarajanagar,Confrontation over Dispute,2000
2001,1437,A1,M,18,Bidar,Group Attack (Prior Enmity),2001
2002,1438,A1,M,22,Belagavi,SIM-Swap Fraud,2002
2003,1439,A1,M,28,Kolar,Fake Investment App,2003
2004,1439,A2,M,28,Kolar,Social Media Impersonation,2004
2005,1441,A1,M,23,Tumakuru,Stalking Prior to Offence,2005
2006,1442,A1,M,24,Shivamogga,Shell Company Cheating,2006
2007,1442,A2,M,37,Shivamogga,Chit Fund Default,2007
2008,1443,A1,M,39,Chamarajanagar,Weapon-Assisted Assault,2008
2009,1444,A1,M,32,Tumakuru,Break-in via Rear Entry,2009
2010,1444,A2,M,37,Tumakuru,Shop Lock-Break,2010
2011,1446,A1,M,31,Kodagu,Confrontation over Dispute,2011
2012,1446,A2,M,26,Kodagu,Confrontation over Dispute,2012
2013,1447,A1,M,16,Mysuru,Confrontation over Dispute,2013
2014,1448,A1,M,33,Belagavi,Snatching in Transit,2014
2015,1448,A2,M,37,Belagavi,Snatching in Transit,2015
2016,1449,A1,M,27,Belagavi,Break-in via Rear Entry,2016
2017,1449,A2,M,44,Belagavi,Night-time House Break-in,2017
2018,1449,A3,M,40,Belagavi,Night-time House Break-in,2018
2019,1451,A1,M,32,Davanagere,Vehicle Theft (Parked),2019
2020,1452,A1,F,28,Bengaluru City,Shell Company Cheating,2020
2021,1452,A2,M,20,Bengaluru City,Chit Fund Default,2021
2022,1452,A3,F,36,Bengaluru City,Cheque Bounce Fraud,2022
2023,1453,A1,M,29,Vijayapura,Break-in via Rear Entry,2023
2024,1453,A2,M,49,Vijayapura,Night-time House Break-in,2024
2025,1454,A1,M,16,Davanagere,Stalking Prior to Offence,2025
2026,1455,A1,M,17,Davanagere,Shop Lock-Break,2026
2027,1455,A2,M,51,Davanagere,Snatching in Transit,2027
2028,1455,A3,M,35,Davanagere,Break-in via Rear Entry,2028
2029,1456,A1,M,29,Belagavi,Vehicle Theft (Parked),2029
2030,1456,A2,M,37,Belagavi,Vehicle Theft (Parked),2030
2031,1456,A3,M,27,Belagavi,Snatching in Transit,2031
2032,1457,A1,M,34,Mandya,Shell Company Cheating,2032
2033,1458,A1,M,23,Ramanagara,Forged Document Trail,2033
2034,1459,A1,M,16,Chamarajanagar,Shop Lock-Break,2034
2035,1459,A2,M,26,Chamarajanagar,Vehicle Theft (Parked),2035
2036,1460,A1,M,16,Kodagu,Social Media Impersonation,2036
2037,1461,A1,M,22,Belagavi,Dowry-Related Coercion,2037
2038,1461,A2,M,41,Belagavi,Stalking Prior to Offence,2038
2039,1461,A3,M,32,Belagavi,Dowry-Related Coercion,2039
2040,1462,A1,M,33,Mysuru,Shell Company Cheating,2040
2041,1463,A1,M,34,Bengaluru City,Break-in via Rear Entry,2041
2042,1463,A2,F,24,Bengaluru City,Shop Lock-Break,2042
2043,1464,A1,F,35,Ramanagara,Group Attack (Prior Enmity),2043
2044,1464,A2,M,40,Ramanagara,Confrontation over Dispute,2044
2045,1465,A1,M,42,Yadgir,Cheque Bounce Fraud,2045
2046,1465,A2,F,22,Yadgir,Forged Document Trail,2046
2047,1465,A3,F,25,Yadgir,Cheque Bounce Fraud,2047
2048,1466,A1,M,34,Chamarajanagar,Weapon-Assisted Assault,2048
2049,1467,A1,M,45,Davanagere,Night-time House Break-in,2049
2050,1467,A2,M,24,Davanagere,Shop Lock-Break,2050
2051,1468,A1,F,24,Belagavi,Workplace Harassment,2051
2052,1469,A1,M,29,Udupi,Snatching in Transit,2052
2053,1469,A2,M,34,Udupi,Snatching in Transit,2053
2054,1469,A3,M,22,Udupi,Snatching in Transit,2054
2055,1470,A1,M,42,Belagavi,Night-time House Break-in,2055
2056,1470,A2,M,27,Belagavi,Vehicle Theft (Parked),2056
2057,1471,A1,M,35,Tumakuru,Night-time House Break-in,2057
2058,1472,A1,M,31,Haveri,Weapon-Assisted Assault,2058
2059,1472,A2,M,16,Haveri,Weapon-Assisted Assault,2059
2060,1473,A1,M,16,Hassan,Weapon-Assisted Assault,2060
2061,1474,A1,M,16,Hassan,Sudden Armed Assault,2061
2062,1475,A1,M,35,Chamarajanagar,Cross-Border Transit Route,2062
2063,1476,A1,F,30,Ballari,Shell Company Cheating,2063
2064,1477,A1,M,38,Hassan,Forged Document Trail,2064
2065,1478,A1,F,30,Raichur,Stalking Prior to Offence,2065
2066,1478,A2,M,28,Raichur,Stalking Prior to Offence,2066
2067,1479,A1,M,29,Mangaluru (Dakshina Kannada),Social Media Impersonation,2067
2068,1480,A1,M,22,Kodagu,Vehicle Theft (Parked),2068
2069,1480,A2,M,23,Kodagu,Vehicle Theft (Parked),2069
2070,1481,A1,F,37,Tumakuru,Group Attack (Prior Enmity),2070
2071,1482,A1,M,37,Bengaluru Rural,Confrontation over Dispute,2071
2072,1483,A1,M,39,Bengaluru Rural,Group Attack (Prior Enmity),2072
2073,1484,A1,M,32,Raichur,Group Attack (Prior Enmity),2073
2074,1486,A1,M,40,Chamarajanagar,Shop Lock-Break,2074
2075,1487,A1,F,34,Udupi,Courier via Public Transport,2075
2076,1487,A2,M,32,Udupi,Cross-Border Transit Route,2076
2077,1488,A1,M,16,Hubballi-Dharwad,Vehicle Theft (Parked),2077
2078,1488,A2,M,52,Hubballi-Dharwad,Break-in via Rear Entry,2078
2079,1489,A1,M,31,Hassan,Group Attack (Prior Enmity),2079
2080,1489,A2,M,37,Hassan,Weapon-Assisted Assault,2080
2081,1489,A3,F,28,Hassan,Group Attack (Prior Enmity),2081
2082,1490,A1,M,29,Mangaluru (Dakshina Kannada),Vehicle Theft (Parked),2082
2083,1491,A1,M,23,Belagavi,Night-time House Break-in,2083
2084,1492,A1,M,18,Bengaluru City,Shop Lock-Break,2084
2085,1492,A2,M,25,Bengaluru City,Shop Lock-Break,2085
2086,1493,A1,M,39,Bengaluru City,Chit Fund Default,2086
2087,1493,A2,M,51,Bengaluru City,Forged Document Trail,2087
2088,1493,A3,M,29,Bengaluru City,Forged Document Trail,2088
2089,1494,A1,M,34,Davanagere,Shop Lock-Break,2089
2090,1495,A1,M,38,Chikkaballapur,Vehicle Theft (Parked),2090
2091,1495,A2,M,40,Chikkaballapur,Shop Lock-Break,2091
2092,1496,A1,M,39,Shivamogga,Dowry-Related Coercion,2092
2093,1496,A2,M,28,Shivamogga,Stalking Prior to Offence,2093
2094,1497,A1,F,25,Hassan,Vehicle Theft (Parked),2094
2095,1498,A1,M,42,Bengaluru Rural,Break-in via Rear Entry,2095
2096,1499,A1,M,41,Yadgir,Phishing Link / OTP Fraud,2096
2097,1500,A1,M,29,Mysuru,Stalking Prior to Offence,2097
2098,1500,A2,M,36,Mysuru,Dowry-Related Coercion,2098
2099,1500,A3,M,22,Mysuru,Stalking Prior to Offence,2099
2100,1501,A1,M,18,Shivamogga,Sudden Armed Assault,2100
2101,1501,A2,M,41,Shivamogga,Weapon-Assisted Assault,2101
2102,1502,A1,M,20,Bengaluru City,Sudden Armed Assault,2102
2103,1503,A1,M,20,Ballari,Phishing Link / OTP Fraud,2103
2104,1503,A2,M,16,Ballari,Social Media Impersonation,2104
2105,1503,A3,M,25,Ballari,Phishing Link / OTP Fraud,2105
2106,1504,A1,M,26,Hassan,Cheque Bounce Fraud,2106
2107,1505,A1,M,31,Chamarajanagar,Weapon-Assisted Assault,2107
2108,1505,A2,M,30,Chamarajanagar,Weapon-Assisted Assault,2108
2109,1507,A1,M,23,Davanagere,Stalking Prior to Offence,2109
2110,1507,A2,M,29,Davanagere,Dowry-Related Coercion,2110
2111,1508,A1,M,27,Gadag,Known-Person Domestic Abuse,2111
2112,1509,A1,M,25,Kolar,Group Attack (Prior Enmity),2112
2113,1509,A2,M,28,Kolar,Group Attack (Prior Enmity),2113
2114,1512,A1,M,39,Vijayapura,SIM-Swap Fraud,2114
2115,1512,A2,M,25,Vijayapura,Fake Investment App,2115
2116,1512,A3,F,18,Vijayapura,SIM-Swap Fraud,2116
2117,1513,A1,M,21,Chamarajanagar,Shop Lock-Break,2117
2118,1513,A2,F,25,Chamarajanagar,Night-time House Break-in,2118
2119,1513,A3,M,29,Chamarajanagar,Night-time House Break-in,2119
2120,1514,A1,M,34,Ramanagara,Vehicle Theft (Parked),2120
2121,1514,A2,M,32,Ramanagara,Night-time House Break-in,2121
2122,1515,A1,M,33,Bagalkot,Confrontation over Dispute,2122
2123,1516,A1,M,21,Haveri,Sudden Armed Assault,2123
2124,1517,A1,M,24,Belagavi,Known-Person Domestic Abuse,2124
2125,1518,A1,M,37,Davanagere,Forged Document Trail,2125
2126,1519,A1,M,29,Shivamogga,Weapon-Assisted Assault,2126
2127,1520,A1,M,26,Bengaluru Rural,Snatching in Transit,2127
2128,1520,A2,M,28,Bengaluru Rural,Break-in via Rear Entry,2128
2129,1521,A1,M,17,Belagavi,Known-Person Domestic Abuse,2129
2130,1522,A1,M,23,Tumakuru,Known-Person Domestic Abuse,2130
2131,1523,A1,M,22,Chamarajanagar,Courier via Public Transport,2131
2132,1524,A1,M,24,Chamarajanagar,Break-in via Rear Entry,2132
2133,1525,A1,M,30,Shivamogga,Social Media Impersonation,2133
2134,1526,A1,M,16,Bengaluru City,Social Media Impersonation,2134
2135,1527,A1,F,23,Bengaluru Rural,Shop Lock-Break,2135
2136,1528,A1,M,16,Mangaluru (Dakshina Kannada),Phishing Link / OTP Fraud,2136
2137,1529,A1,M,18,Hassan,Shell Company Cheating,2137
2138,1529,A2,M,34,Hassan,Cheque Bounce Fraud,2138
2139,1530,A1,M,47,Kodagu,Shop Lock-Break,2139
2140,1531,A1,M,38,Bengaluru Rural,Break-in via Rear Entry,2140
2141,1531,A2,M,20,Bengaluru Rural,Night-time House Break-in,2141
2142,1532,A1,F,60,Kodagu,Stalking Prior to Offence,2142
2143,1532,A2,M,29,Kodagu,Stalking Prior to Offence,2143
2144,1532,A3,F,16,Kodagu,Workplace Harassment,2144
2145,1533,A1,M,33,Yadgir,Night-time House Break-in,2145
2146,1533,A2,M,26,Yadgir,Shop Lock-Break,2146
2147,1534,A1,M,17,Bengaluru City,Night-time House Break-in,2147
2148,1535,A1,M,21,Bengaluru City,Dowry-Related Coercion,2148
2149,1536,A1,M,21,Ramanagara,Group Attack (Prior Enmity),2149
2150,1536,A2,F,42,Ramanagara,Sudden Armed Assault,2150
2151,1537,A1,M,17,Bengaluru Rural,Shop Lock-Break,2151
2152,1538,A1,M,31,Belagavi,Known-Person Domestic Abuse,2152
2153,1539,A1,M,43,Hubballi-Dharwad,Organized Group Mobilization,2153
2154,1539,A2,M,33,Hubballi-Dharwad,Social-Media Incited Assembly,2154
2155,1540,A1,M,41,Bengaluru City,Sudden Armed Assault,2155
2156,1541,A1,M,41,Kodagu,Confrontation over Dispute,2156
2157,1542,A1,M,23,Hassan,Night-time House Break-in,2157
2158,1543,A1,M,21,Bengaluru City,Snatching in Transit,2158
2159,1544,A1,M,35,Davanagere,Stalking Prior to Offence,2159
2160,1545,A1,F,17,Tumakuru,Shop Lock-Break,2160
2161,1546,A1,M,26,Bengaluru City,Shop Lock-Break,2161
2162,1547,A1,M,30,Bagalkot,Shop Lock-Break,2162
2163,1548,A1,M,25,Yadgir,Confrontation over Dispute,2163
2164,1549,A1,F,37,Mysuru,Break-in via Rear Entry,2164
2165,1549,A2,M,18,Mysuru,Snatching in Transit,2165
2166,1550,A1,M,36,Hubballi-Dharwad,Group Attack (Prior Enmity),2166
2167,1552,A1,M,23,Mangaluru (Dakshina Kannada),Group Attack (Prior Enmity),2167
2168,1553,A1,M,19,Ramanagara,Chit Fund Default,2168
2169,1553,A2,M,22,Ramanagara,Shell Company Cheating,2169
2170,1554,A1,M,29,Ramanagara,Night-time House Break-in,2170
2171,1556,A1,M,16,Kodagu,Chit Fund Default,2171
2172,1557,A1,M,27,Davanagere,SIM-Swap Fraud,2172
2173,1558,A1,M,29,Ramanagara,Confrontation over Dispute,2173
2174,1559,A1,M,38,Kalaburagi,Sudden Armed Assault,2174
2175,1560,A1,M,37,Tumakuru,Snatching in Transit,2175
2176,1560,A2,M,31,Tumakuru,Shop Lock-Break,2176
2177,1561,A1,M,31,Vijayapura,Stalking Prior to Offence,2177
2178,1561,A2,M,16,Vijayapura,Workplace Harassment,2178
2179,1562,A1,M,26,Raichur,Cheque Bounce Fraud,2179
2180,1562,A2,M,16,Raichur,Forged Document Trail,2180
2181,1563,A1,M,37,Vijayapura,Night-time House Break-in,2181
2182,1563,A2,M,36,Vijayapura,Shop Lock-Break,2182
2183,1563,A3,M,28,Vijayapura,Night-time House Break-in,2183
2184,1564,A1,M,16,Tumakuru,Social Media Impersonation,2184
2185,1564,A2,M,34,Tumakuru,Fake Investment App,2185
2186,1564,A3,M,20,Tumakuru,Social Media Impersonation,2186
2187,1565,A1,M,26,Bidar,Chit Fund Default,2187
2188,1566,A1,M,43,Chamarajanagar,Stalking Prior to Offence,2188
2189,1566,A2,M,31,Chamarajanagar,Stalking Prior to Offence,2189
2190,1567,A1,M,41,Chikkamagaluru,Confrontation over Dispute,2190
2191,1568,A1,M,16,Tumakuru,Vehicle Theft (Parked),2191
2192,1569,A1,M,37,Belagavi,Cross-Border Transit Route,2192
2193,1569,A2,M,29,Belagavi,Cross-Border Transit Route,2193
2194,1570,A1,M,29,Mandya,Snatching in Transit,2194
2195,1571,A1,F,40,Hassan,Confrontation over Dispute,2195
2196,1572,A1,M,47,Mysuru,Sudden Armed Assault,2196
2197,1573,A1,M,38,Raichur,Night-time House Break-in,2197
2198,1574,A1,M,42,Kodagu,Dowry-Related Coercion,2198
2199,1574,A2,M,20,Kodagu,Known-Person Domestic Abuse,2199
2200,1574,A3,M,33,Kodagu,Workplace Harassment,2200
2201,1575,A1,M,23,Belagavi,Snatching in Transit,2201
2202,1576,A1,M,30,Raichur,Vehicle Theft (Parked),2202
2203,1577,A1,F,30,Davanagere,Night-time House Break-in,2203
2204,1578,A1,M,19,Bengaluru City,Dowry-Related Coercion,2204
2205,1578,A2,M,43,Bengaluru City,Dowry-Related Coercion,2205
2206,1579,A1,F,34,Bengaluru Rural,Stalking Prior to Offence,2206
2207,1579,A2,M,37,Bengaluru Rural,Dowry-Related Coercion,2207
