CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
1387,400060003202501387,Kalaburagi,3,2025-09-05,2025,9,UDR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,17.28447,76.95428
1388,700150001202601388,Chikkamagaluru,1,2026-04-19,2026,4,Zero FIR,Heinous,Crimes Against Women,Domestic Violence,Closed,13.32764,75.80464
1389,100090001202501389,Tumakuru,1,2025-06-17,2025,6,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,13.3715,77.13222
1390,100240001202601390,Kodagu,1,2026-01-27,2026,1,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Closed,12.28982,75.79574
1391,100120002202201391,Vijayapura,2,2022-10-27,2022,10,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,16.82292,75.73009
1392,100270001202401392,Bagalkot,1,2024-04-18,2024,4,FIR,Heinous,Crimes Against Women,Molestation,Undetected,16.07466,75.64019
1393,400020002202201393,Bengaluru Rural,2,2022-10-06,2022,10,UDR,Non-Heinous,Crimes Against Property,Burglary,Undetected,13.3263,77.4933
1394,700190001202301394,Hassan,1,2023-04-03,2023,4,Zero FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,12.94665,76.19599
1395,100110001202601395,Davanagere,1,2026-11-20,2026,11,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,14.48143,75.91583
1396,100050001202401396,Belagavi,1,2024-06-25,2024,6,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Closed,15.82332,74.42213
1397,700020004202301397,Bengaluru Rural,4,2023-09-04,2023,9,Zero FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,13.2304,77.45255
1398,100240003202301398,Kodagu,3,2023-02-02,2023,2,FIR,Non-Heinous,Economic Offences,Cheating,Closed,12.29755,75.84001
1399,400180003202601399,Mandya,3,2026-09-08,2026,9,UDR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,12.56996,76.90361
1400,100240003202201400,Kodagu,3,2022-04-27,2022,4,PAR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,12.28042,75.74416
1401,400060001202401401,Kalaburagi,1,2024-11-12,2024,11,UDR,Heinous,Crimes Against Body,Grievous Hurt,Closed,17.20683,76.84011
1402,100250004202201402,Ramanagara,4,2022-06-03,2022,6,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,12.6392,77.27536
1403,400020003202401403,Bengaluru Rural,3,2024-12-10,2024,12,UDR,Non-Heinous,Cyber Crime,Cyberstalking,Closed,13.28324,77.46109
1404,100010002202401404,Bengaluru City,2,2024-12-23,2024,12,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,13.02897,77.53164
1405,100110003202601405,Davanagere,3,2026-10-03,2026,10,FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,14.49519,75.88493
1406,700240003202301406,Kodagu,3,2023-04-14,2023,4,Zero FIR,Non-Heinous,Crimes Against Women,Molestation,Closed,12.32778,75.73233
1407,100080003202501407,Ballari,3,2025-07-18,2025,7,FIR,Non-Heinous,Crimes Against Property,Burglary,Undetected,15.08485,76.89313
1408,100240003202401408,Kodagu,3,2024-05-19,2024,5,PAR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,12.32897,75.73504
1409,400230003202601409,Chamarajanagar,3,2026-05-15,2026,5,UDR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,11.9489,76.88504
1410,100240002202201410,Kodagu,2,2022-08-10,2022,8,FIR,Non-Heinous,Narcotics,NDPS Trafficking,False Case,12.28567,75.80577
1411,100230003202501411,Chamarajanagar,3,2025-07-06,2025,7,FIR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,11.92881,76.9569
1412,100040002202601412,Mangaluru (Dakshina Kannada),2,2026-09-06,2026,9,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,12.97335,74.87263
1413,100300001202501413,Uttara Kannada,1,2025-08-14,2025,8,FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,14.78498,74.76613
1414,100050001202501414,Belagavi,1,2025-06-24,2025,6,FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,15.81868,74.51089
1415,100070003202601415,Hubballi-Dharwad,3,2026-09-17,2026,9,FIR,Non-Heinous,Crimes Against Property,Theft,False Case,15.29871,75.04821
1416,100150004202501416,Chikkamagaluru,4,2025-03-16,2025,3,FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.37185,75.79848
1417,100280001202601417,Haveri,1,2026-07-11,2026,7,FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,14.67151,75.33756
1418,100050003202501418,Belagavi,3,2025-06-25,2025,6,FIR,Heinous,Crimes Against Body,Murder,Under Investigation,15.8839,74.40548
1419,100230004202301419,Chamarajanagar,4,2023-01-06,2023,1,FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,11.99748,76.88593
1420,100060003202501420,Kalaburagi,3,2025-06-12,2025,6,FIR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,17.42335,76.75321
1421,100190003202601421,Hassan,3,2026-04-12,2026,4,FIR,Non-Heinous,Narcotics,NDPS Possession,Closed,13.01892,76.09135
1422,100020001202301422,Bengaluru Rural,1,2023-06-25,2023,6,FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,13.28871,77.52371
1423,100150004202501423,Chikkamagaluru,4,2025-07-21,2025,7,FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,13.26326,75.76192
1424,100070001202301424,Hubballi-Dharwad,1,2023-09-19,2023,9,FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,15.24541,75.14218
1425,100020001202401425,Bengaluru Rural,1,2024-03-13,2024,3,PAR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,13.28257,77.50641
1426,100280003202201426,Haveri,3,2022-03-04,2022,3,FIR,Heinous,Crimes Against Women,Domestic Violence,Closed,14.81576,75.44973
1427,400010003202501427,Bengaluru City,3,2025-04-10,2025,4,UDR,Non-Heinous,Cyber Crime,Online Fraud,Closed,12.90378,77.5734
1428,100150001202401428,Chikkamagaluru,1,2024-07-22,2024,7,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,13.34628,75.85963
1429,100130003202201429,Raichur,3,2022-03-09,2022,3,FIR,Non-Heinous,Economic Offences,Forgery,Undetected,16.12831,77.37442
1430,100230004202301430,Chamarajanagar,4,2023-03-03,2023,3,FIR,Non-Heinous,Economic Offences,Cheating,Closed,11.93931,77.00689
1431,100080003202501431,Ballari,3,2025-11-19,2025,11,FIR,Non-Heinous,Cyber Crime,Online Fraud,False Case,15.0703,76.96291
1432,700010002202501432,Bengaluru City,2,2025-07-05,2025,7,Zero FIR,Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,12.96222,77.45924
1433,700130004202501433,Raichur,4,2025-06-05,2025,6,Zero FIR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,16.24802,77.28973
1434,100010004202501434,Bengaluru City,4,2025-04-15,2025,4,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,12.91354,77.59325
1435,100220001202201435,Yadgir,1,2022-10-23,2022,10,FIR,Non-Heinous,Crimes Against Women,Molestation,False Case,16.75022,77.21907
1436,100090003202501436,Tumakuru,3,2025-09-06,2025,9,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,13.25585,77.09234
1437,100290002202601437,Gadag,2,2026-05-05,2026,5,PAR,Non-Heinous,Crimes Against Property,Robbery,Closed,15.37882,75.76049
1438,100230003202601438,Chamarajanagar,3,2026-05-15,2026,5,FIR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,11.90397,76.95197
1439,100050002202601439,Belagavi,2,2026-08-20,2026,8,FIR,Non-Heinous,Crimes Against Property,Theft,Undetected,15.76047,74.4376
1440,100170002202301440,Kolar,2,2023-02-23,2023,2,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Closed,13.11093,78.09923
1441,100090001202601441,Tumakuru,1,2026-02-12,2026,2,FIR,Heinous,Crimes Against Women,Molestation,Closed,13.28277,77.16389
1442,100020004202401442,Bengaluru Rural,4,2024-03-13,2024,3,FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,13.24483,77.57564
1443,100010004202601443,Bengaluru City,4,2026-02-18,2026,2,PAR,Non-Heinous,Public Order,Unlawful Assembly,Under Investigation,12.97786,77.67033
1444,100070002202401444,Hubballi-Dharwad,2,2024-08-05,2024,8,PAR,Non-Heinous,Narcotics,NDPS Possession,False Case,15.37546,75.18336
1445,100010001202501445,Bengaluru City,1,2025-02-19,2025,2,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,13.01901,77.6004
1446,100220002202401446,Yadgir,2,2024-04-16,2024,4,FIR,Non-Heinous,Crimes Against Property,Burglary,Undetected,16.77856,77.20737
1447,100270004202601447,Bagalkot,4,2026-12-04,2026,12,PAR,Non-Heinous,Crimes Against Body,Assault,Closed,16.14786,75.69132
1448,100170001202501448,Kolar,1,2025-04-09,2025,4,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,13.15719,78.1982
1449,100240004202501449,Kodagu,4,2025-04-03,2025,4,PAR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,12.32534,75.82144
1450,100250002202401450,Ramanagara,2,2024-03-04,2024,3,PAR,Heinous,Narcotics,NDPS Possession,Charge Sheeted,12.65598,77.36387
1451,100050004202401451,Belagavi,4,2024-07-24,2024,7,FIR,Heinous,Crimes Against Women,Domestic Violence,Under Investigation,15.69416,74.53778
1452,100030004202501452,Mysuru,4,2025-01-07,2025,1,FIR,Non-Heinous,Narcotics,NDPS Possession,Charge Sheeted,12.26923,76.67605
1453,100010003202601453,Bengaluru City,3,2026-05-06,2026,5,FIR,Non-Heinous,Narcotics,NDPS Possession,Under Investigation,13.00216,77.60958
1454,700090003202601454,Tumakuru,3,2026-10-19,2026,10,Zero FIR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,13.18909,77.18688
1455,100040004202201455,Mangaluru (Dakshina Kannada),4,2022-12-12,2022,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,12.91892,74.80703
1456,100010004202601456,Bengaluru City,4,2026-11-11,2026,11,PAR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Undetected,12.94242,77.60565
1457,100140002202201457,Bidar,2,2022-09-26,2022,9,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,17.87946,77.55381
1458,100030004202501458,Mysuru,4,2025-08-25,2025,8,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.28793,76.5372
1459,100130001202401459,Raichur,1,2024-03-07,2024,3,FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,16.17852,77.26426
1460,100030001202601460,Mysuru,1,2026-07-01,2026,7,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,12.31672,76.6307
1461,400040003202201461,Mangaluru (Dakshina Kannada),3,2022-12-06,2022,12,UDR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,12.89342,74.88593
1462,100290003202401462,Gadag,3,2024-11-01,2024,11,FIR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,15.48171,75.66911
1463,400110004202401463,Davanagere,4,2024-04-25,2024,4,UDR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,14.44215,75.88282
1464,100030004202601464,Mysuru,4,2026-07-10,2026,7,FIR,Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,12.29823,76.69512
1465,100080004202401465,Ballari,4,2024-10-12,2024,10,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,15.23024,76.9691
1466,100050003202601466,Belagavi,3,2026-04-23,2026,4,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.78025,74.40722
1467,100050001202401467,Belagavi,1,2024-10-03,2024,10,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,15.93044,74.52008
1468,100070004202301468,Hubballi-Dharwad,4,2023-07-04,2023,7,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,15.27674,75.01976
1469,700290001202601469,Gadag,1,2026-03-10,2026,3,Zero FIR,Non-Heinous,Cyber Crime,Phishing,Undetected,15.43259,75.58476
1470,100110001202301470,Davanagere,1,2023-10-18,2023,10,FIR,Heinous,Crimes Against Body,Assault,Closed,14.45868,75.94561
1471,100010003202401471,Bengaluru City,3,2024-05-18,2024,5,FIR,Heinous,Crimes Against Women,Sexual Assault,Under Investigation,13.01521,77.55033
1472,100020004202301472,Bengaluru Rural,4,2023-12-04,2023,12,FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,13.30481,77.5347
1473,100180002202201473,Mandya,2,2022-01-09,2022,1,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,12.55585,76.95269
1474,100150004202201474,Chikkamagaluru,4,2022-06-06,2022,6,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,13.34748,75.80786
1475,100240003202301475,Kodagu,3,2023-07-02,2023,7,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Undetected,12.26214,75.88294
1476,100190003202301476,Hassan,3,2023-04-16,2023,4,FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,13.05811,76.11382
1477,400190001202201477,Hassan,1,2022-06-13,2022,6,UDR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,12.96949,76.10168
1478,100170001202201478,Kolar,1,2022-10-05,2022,10,PAR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,13.1381,78.17921
1479,100190001202201479,Hassan,1,2022-08-21,2022,8,FIR,Heinous,Crimes Against Body,Assault,Closed,13.04535,76.19184
1480,100070001202601480,Hubballi-Dharwad,1,2026-10-08,2026,10,FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,15.39159,75.04685
1481,100150001202501481,Chikkamagaluru,1,2025-12-25,2025,12,FIR,Non-Heinous,Cyber Crime,Phishing,Charge Sheeted,13.32912,75.75942
1482,100020004202301482,Bengaluru Rural,4,2023-08-12,2023,8,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,13.40027,77.57478
1483,100160003202301483,Udupi,3,2023-12-02,2023,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.31331,74.74581
1484,700010004202501484,Bengaluru City,4,2025-06-26,2025,6,Zero FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,False Case,12.87862,77.52662
1485,700030003202201485,Mysuru,3,2022-02-11,2022,2,Zero FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,12.3838,76.65776
1486,100030001202401486,Mysuru,1,2024-05-26,2024,5,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,12.33996,76.55254
1487,100110002202201487,Davanagere,2,2022-07-05,2022,7,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed,14.46441,75.97577
1488,100190001202201488,Hassan,1,2022-06-16,2022,6,FIR,Non-Heinous,Crimes Against Body,Murder,Closed,12.981,76.11748
1489,700030004202501489,Mysuru,4,2025-09-25,2025,9,Zero FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,12.35407,76.76987
1490,100160003202401490,Udupi,3,2024-10-20,2024,10,FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,13.36144,74.75218
1491,100050002202301491,Belagavi,2,2023-03-05,2023,3,FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,15.79349,74.60796
1492,100010002202301492,Bengaluru City,2,2023-08-17,2023,8,FIR,Non-Heinous,Public Order,Rioting,Charge Sheeted,12.86622,77.61972
1493,100020001202301493,Bengaluru Rural,1,2023-01-04,2023,1,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,13.30534,77.48731
1494,100090004202401494,Tumakuru,4,2024-06-27,2024,6,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,13.30469,77.02466
1495,100190003202601495,Hassan,3,2026-05-20,2026,5,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,12.96194,76.03143
1496,100020001202601496,Bengaluru Rural,1,2026-05-18,2026,5,FIR,Heinous,Crimes Against Body,Assault,Under Investigation,13.25218,77.58135
1497,100240002202601497,Kodagu,2,2026-11-12,2026,11,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,12.39843,75.82824
1498,100050004202401498,Belagavi,4,2024-06-10,2024,6,FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,15.89458,74.54663
1499,700180002202301499,Mandya,2,2023-11-07,2023,11,Zero FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,12.51673,76.86484
1500,100250004202501500,Ramanagara,4,2025-05-26,2025,5,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,12.65587,77.28143
1501,400230002202501501,Chamarajanagar,2,2025-04-16,2025,4,UDR,Non-Heinous,Crimes Against Property,Robbery,False Case,11.89153,76.85994
1502,100020004202601502,Bengaluru Rural,4,2026-10-03,2026,10,FIR,Non-Heinous,Cyber Crime,Identity Theft,Closed,13.29082,77.50044
1503,100050003202201503,Belagavi,3,2022-06-12,2022,6,FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,15.91163,74.51283
1504,100030002202501504,Mysuru,2,2025-02-05,2025,2,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,12.14141,76.63953
1505,100110003202201505,Davanagere,3,2022-10-27,2022,10,FIR,Non-Heinous,Crimes Against Property,Robbery,False Case,14.44295,75.91983
1506,100050002202401506,Belagavi,2,2024-12-21,2024,12,FIR,Heinous,Narcotics,NDPS Trafficking,Under Investigation,15.84747,74.61174
1507,100020001202501507,Bengaluru Rural,1,2025-06-24,2025,6,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.22473,77.57318
1508,700240002202501508,Kodagu,2,2025-09-22,2025,9,Zero FIR,Non-Heinous,Public Order,Unlawful Assembly,Closed,12.42392,75.91838
1509,100100004202601509,Shivamogga,4,2026-04-17,2026,4,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,False Case,13.97413,75.54975
1510,100120003202401510,Vijayapura,3,2024-08-27,2024,8,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,16.89112,75.8182
1511,100270001202201511,Bagalkot,1,2022-06-06,2022,6,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,16.14009,75.65558
1512,100280003202201512,Haveri,3,2022-07-09,2022,7,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,14.70159,75.35891
1513,100030004202601513,Mysuru,4,2026-11-09,2026,11,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,12.31007,76.7434
1514,100050003202401514,Belagavi,3,2024-07-24,2024,7,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,15.79253,74.46748
1515,400130002202601515,Raichur,2,2026-02-10,2026,2,UDR,Non-Heinous,Crimes Against Property,Robbery,Closed,16.20672,77.26713
1516,100030003202401516,Mysuru,3,2024-08-08,2024,8,FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,12.26177,76.70529
1517,100030002202401517,Mysuru,2,2024-03-15,2024,3,FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,12.27556,76.68862
1518,100060004202301518,Kalaburagi,4,2023-04-14,2023,4,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,17.42199,76.8966
1519,100010003202301519,Bengaluru City,3,2023-10-09,2023,10,FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,12.92856,77.62129
1520,100060004202501520,Kalaburagi,4,2025-07-17,2025,7,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,17.26061,76.88084
1521,100090002202401521,Tumakuru,2,2024-04-02,2024,4,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,13.37117,77.03115
1522,100050002202301522,Belagavi,2,2023-05-10,2023,5,FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,15.82449,74.43316
1523,100030004202601523,Mysuru,4,2026-09-11,2026,9,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,12.42813,76.60729
1524,100020001202501524,Bengaluru Rural,1,2025-08-19,2025,8,FIR,Non-Heinous,Crimes Against Property,Theft,False Case,13.41966,77.50362
1525,100260001202201525,Chikkaballapur,1,2022-10-07,2022,10,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,13.37265,77.7424
1526,100190001202501526,Hassan,1,2025-12-26,2025,12,PAR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,12.99584,76.08159
1527,100050001202401527,Belagavi,1,2024-07-25,2024,7,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,15.77842,74.53413
1528,100050002202501528,Belagavi,2,2025-12-06,2025,12,PAR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,15.83599,74.54388
1529,100090001202501529,Tumakuru,1,2025-03-26,2025,3,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,13.30659,77.13377
1530,100130003202501530,Raichur,3,2025-03-15,2025,3,FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,16.36729,77.32643
1531,100140003202301531,Bidar,3,2023-04-10,2023,4,FIR,Non-Heinous,Crimes Against Women,Molestation,Undetected,17.96989,77.54133
1532,100050002202601532,Belagavi,2,2026-06-18,2026,6,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,15.80969,74.52942
1533,100210001202601533,Koppal,1,2026-05-16,2026,5,FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,15.28662,76.11467
1534,100230003202201534,Chamarajanagar,3,2022-12-23,2022,12,FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,11.89228,76.9049
1535,400120004202301535,Vijayapura,4,2023-09-19,2023,9,UDR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,16.84536,75.67769
1536,100020003202601536,Bengaluru Rural,3,2026-08-04,2026,8,FIR,Heinous,Crimes Against Body,Grievous Hurt,Undetected,13.29768,77.62161
1537,100040001202301537,Mangaluru (Dakshina Kannada),1,2023-04-04,2023,4,FIR,Non-Heinous,Crimes Against Body,Murder,Closed,12.85414,74.88533
1538,100220001202601538,Yadgir,1,2026-02-24,2026,2,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,16.69232,77.25498
1539,100230003202301539,Chamarajanagar,3,2023-04-06,2023,4,FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,11.97573,77.05151
1540,100090003202401540,Tumakuru,3,2024-08-11,2024,8,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.36103,77.21221
1541,700090002202601541,Tumakuru,2,2026-05-11,2026,5,Zero FIR,Non-Heinous,Crimes Against Body,Assault,Closed,13.35831,77.2533
1542,100270004202601542,Bagalkot,4,2026-02-15,2026,2,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,16.23228,75.74565
1543,100020001202201543,Bengaluru Rural,1,2022-08-05,2022,8,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Undetected,13.25384,77.56959
1544,100160004202601544,Udupi,4,2026-01-21,2026,1,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,13.29663,74.74525
1545,100030003202301545,Mysuru,3,2023-02-16,2023,2,PAR,Non-Heinous,Crimes Against Body,Murder,False Case,12.2561,76.64886
1546,100240001202201546,Kodagu,1,2022-03-17,2022,3,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.34159,75.7658
1547,100230002202301547,Chamarajanagar,2,2023-07-24,2023,7,FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,11.94807,77.04402
1548,100270003202201548,Bagalkot,3,2022-08-06,2022,8,FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,16.10875,75.79784
1549,400010002202301549,Bengaluru City,2,2023-10-08,2023,10,UDR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,12.93269,77.51932
1550,100190004202501550,Hassan,4,2025-04-26,2025,4,FIR,Non-Heinous,Economic Offences,Cheating,Closed,13.0246,76.22968
1551,100040003202401551,Mangaluru (Dakshina Kannada),3,2024-04-13,2024,4,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,12.97303,74.85691
1552,100210001202501552,Koppal,1,2025-12-06,2025,12,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Undetected,15.37866,76.12577
1553,100050002202401553,Belagavi,2,2024-06-21,2024,6,FIR,Heinous,Crimes Against Body,Murder,Under Investigation,15.83446,74.43987
1554,100020001202401554,Bengaluru Rural,1,2024-02-20,2024,2,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,13.27877,77.55958
1555,100020004202201555,Bengaluru Rural,4,2022-09-12,2022,9,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,13.18097,77.55847
1556,400180001202601556,Mandya,1,2026-09-04,2026,9,UDR,Non-Heinous,Economic Offences,Cheating,Under Investigation,12.49582,76.96712
1557,100040004202301557,Mangaluru (Dakshina Kannada),4,2023-12-13,2023,12,FIR,Heinous,Crimes Against Body,Attempt to Murder,False Case,12.86905,74.78377
1558,700120003202301558,Vijayapura,3,2023-04-19,2023,4,Zero FIR,Non-Heinous,Crimes Against Body,Assault,Closed,16.7726,75.68768
1559,100030002202301559,Mysuru,2,2023-05-02,2023,5,FIR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.11505,76.74418
1560,100140001202501560,Bidar,1,2025-10-14,2025,10,FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,17.89178,77.54777
1561,100080003202401561,Ballari,3,2024-04-17,2024,4,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,15.22028,76.98001
1562,100130002202601562,Raichur,2,2026-06-24,2026,6,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,16.00493,77.3757
1563,100050003202201563,Belagavi,3,2022-08-04,2022,8,FIR,Heinous,Crimes Against Women,Molestation,Undetected,15.82201,74.51701
1564,100010003202401564,Bengaluru City,3,2024-07-18,2024,7,FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.02027,77.50699
1565,400010003202601565,Bengaluru City,3,2026-02-13,2026,2,UDR,Non-Heinous,Cyber Crime,Phishing,Closed,12.96734,77.5746
1566,100030004202401566,Mysuru,4,2024-09-08,2024,9,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Undetected,12.35763,76.56197
1567,100050004202301567,Belagavi,4,2023-01-07,2023,1,FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,15.77775,74.38611
1568,100110002202601568,Davanagere,2,2026-12-23,2026,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,14.60335,75.95846
1569,100040002202601569,Mangaluru (Dakshina Kannada),2,2026-07-26,2026,7,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,12.93812,74.84017
1570,100110004202501570,Davanagere,4,2025-09-14,2025,9,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,14.44047,75.81279
1571,100050004202201571,Belagavi,4,2022-04-07,2022,4,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,15.73004,74.46645
1572,100080003202601572,Ballari,3,2026-04-18,2026,4,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,15.09721,76.89134
