VictimMasterID,CaseMasterID,GenderID,AgeYear
1609,1405,F,23
1610,1406,F,46
1611,1407,F,21
1612,1408,M,29
1613,1408,F,40
1614,1409,F,18
1615,1410,F,33
1616,1410,T,28
1617,1411,F,28
1618,1411,M,11
1619,1412,T,29
1620,1413,F,35
1621,1414,F,27
1622,1414,M,10
1623,1415,F,25
1624,1416,F,28
1625,1416,M,39
1626,1417,F,35
1627,1417,F,41
1628,1418,F,33
1629,1419,F,35
1630,1420,M,32
1631,1421,M,15
1632,1422,F,45
1633,1423,F,33
1634,1424,M,31
1635,1425,M,24
1636,1425,M,50
1637,1426,F,42
1638,1427,F,50
1639,1428,F,39
1640,1429,M,38
1641,1430,F,40
1642,1431,M,67
1643,1432,M,11
1644,1433,F,19
1645,1434,M,52
1646,1435,F,31
1647,1436,F,10
1648,1437,F,7
1649,1437,F,20
1650,1438,F,49
1651,1439,M,40
1652,1439,M,32
1653,1440,F,45
1654,1441,F,34
1655,1442,M,22
1656,1442,F,22
1657,1443,M,17
1658,1444,M,12
1659,1445,M,30
1660,1446,F,42
1661,1447,M,32
1662,1448,M,43
1663,1449,M,38
1664,1450,F,39
1665,1450,F,41
1666,1451,F,27
1667,1452,F,12
1668,1453,M,30
1669,1454,F,40
1670,1455,F,38
1671,1456,F,56
1672,1457,M,62
1673,1458,F,24
1674,1459,M,59
1675,1460,F,36
1676,1460,F,32
1677,1461,F,31
1678,1462,F,18
1679,1463,M,34
1680,1464,F,40
1681,1465,F,27
1682,1466,F,35
1683,1467,F,49
1684,1468,M,5
1685,1468,M,31
1686,1469,M,9
1687,1470,F,52
1688,1471,F,33
1689,1472,F,28
1690,1473,F,53
1691,1474,F,22
1692,1474,F,46
1693,1475,M,20
1694,1476,F,23
1695,1476,M,34
1696,1477,M,49
1697,1478,M,40
1698,1479,F,31
1699,1479,M,41
1700,1480,M,29
1701,1481,F,27
1702,1482,M,20
1703,1483,M,54
1704,1483,F,37
1705,1484,M,29
1706,1485,F,30
1707,1486,M,23
1708,1487,F,31
1709,1487,M,53
1710,1488,F,25
1711,1489,F,34
1712,1490,M,30
1713,1491,M,39
1714,1491,F,31
1715,1492,M,41
1716,1493,F,37
1717,1494,F,34
1718,1495,M,21
1719,1496,M,16
1720,1497,F,43
1721,1497,F,43
1722,1498,M,41
1723,1499,F,5
1724,1500,F,47
1725,1501,M,20
1726,1502,F,50
1727,1503,M,34
1728,1504,F,45
1729,1505,M,50
1730,1506,M,35
1731,1507,F,23
1732,1508,M,28
1733,1509,M,37
1734,1510,F,27
1735,1511,M,16
1736,1511,M,11
1737,1512,M,45
1738,1513,M,55
1739,1514,M,49
1740,1515,M,29
1741,1516,F,49
1742,1517,F,41
1743,1517,M,27
1744,1518,M,52
1745,1519,F,15
1746,1520,M,35
1747,1521,M,48
1748,1522,F,28
1749,1523,M,35
1750,1523,M,29
1751,1524,M,35
1752,1525,F,44
1753,1526,F,48
1754,1526,F,34
1755,1527,M,54
1756,1528,M,49
1757,1529,T,58
1758,1530,F,21
1759,1530,M,62
1760,1531,F,47
1761,1532,M,30
1762,1533,F,11
1763,1534,F,35
1764,1534,T,37
1765,1535,F,42
1766,1535,F,5
1767,1536,F,68
1768,1537,F,28
1769,1538,F,30
1770,1539,F,15
1771,1540,T,26
1772,1541,F,44
1773,1542,F,14
1774,1543,M,35
1775,1544,F,34
1776,1545,M,55
1777,1546,F,29
1778,1547,M,43
1779,1548,M,36
1780,1549,M,42
1781,1550,F,51
1782,1551,M,5
1783,1552,T,28
1784,1553,F,33
1785,1554,M,20
1786,1555,F,35
1787,1556,F,17
1788,1557,M,22
1789,1557,M,36
1790,1558,F,35
1791,1559,F,30
1792,1559,M,28
1793,1560,M,35
1794,1561,F,46
1795,1562,M,31
1796,1563,M,50
1797,1564,M,41
1798,1565,F,69
1799,1566,M,33
1800,1567,F,37
1801,1568,M,18
1802,1569,M,32
1803,1569,F,30
1804,1570,M,33
1805,1571,F,23
1806,1572,M,20
1807,1573,M,17
1808,1574,M,28
1809,1575,M,38
1810,1576,M,43
1811,1577,M,35
1812,1578,M,61
1813,1579,M,9
1814,1580,M,31
1815,1581,F,28
1816,1582,F,38
1817,1583,M,30
1818,1584,F,15
1819,1585,F,46
1820,1586,M,47
1821,1587,M,56
1822,1588,M,48
1823,1589,F,50
1824,1590,M,5
1825,1591,F,16
1826,1592,F,44
1827,1593,F,35
1828,1594,M,26
1829,1595,T,59
1830,1596,M,53
1831,1596,F,37
1832,1597,F,26
1833,1598,F,42
1834,1598,M,13
1835,1599,M,43
1836,1599,F,55
1837,1600,F,22
1838,1601,M,23
1839,1601,M,29
1840,1602,F,23
1841,1603,F,30
1842,1604,F,57
1843,1605,F,73
1844,1606,F,31
1845,1606,M,41
1846,1607,M,15
1847,1608,F,27
1848,1609,M,28
1849,1610,F,42
1850,1611,F,55
1851,1612,M,32
1852,1613,F,11
1853,1614,F,10
1854,1615,M,13
1855,1616,M,34
1856,1617,M,19
1857,1618,F,21
1858,1619,M,45
1859,1619,F,18
1860,1620,F,61
1861,1621,M,49
1862,1622,M,49
1863,1623,M,36
1864,1624,M,39
1865,1625,M,22
1866,1626,F,52
1867,1627,F,24
1868,1628,M,35
1869,1629,F,38
1870,1630,F,37
1871,1631,M,33
1872,1632,M,56
1873,1633,M,30
1874,1634,F,32
1875,1635,F,5
1876,1636,M,18
1877,1637,T,37
1878,1638,F,43
1879,1639,M,26
1880,1640,M,63
1881,1641,M,32
1882,1642,M,19
1883,1643,M,42
1884,1644,F,37
1885,1645,F,40
1886,1645,F,33
1887,1646,M,51
1888,1646,M,33
1889,1647,F,16
1890,1648,M,8
1891,1649,M,27
1892,1649,F,50
1893,1650,M,20
1894,1651,M,29
1895,1652,F,32
1896,1653,F,24
1897,1653,F,56
1898,1654,M,38
1899,1655,F,43
1900,1655,M,26
1901,1656,F,28
1902,1657,F,19
1903,1658,F,32
1904,1659,F,27
1905,1660,F,10
1906,1661,F,53
1907,1662,M,46
1908,1663,M,12
1909,1664,M,46
1910,1665,F,37
1911,1666,F,39
1912,1667,F,13
1913,1668,M,31
1914,1669,M,37
1915,1669,F,40
1916,1670,F,20
1917,1671,F,43
1918,1672,F,25
1919,1673,F,14
1920,1674,F,35
1921,1675,M,38
1922,1676,F,27
1923,1677,F,17
1924,1678,F,32
1925,1679,M,6
1926,1680,F,32
1927,1681,F,33
1928,1682,M,24
1929,1683,M,46
1930,1684,F,41
1931,1685,M,34
1932,1686,M,34
1933,1687,M,47
1934,1687,F,27
1935,1688,F,26
1936,1689,M,37
1937,1689,M,31
1938,1690,M,40
1939,1691,M,12
1940,1692,F,49
1941,1693,F,39
1942,1694,M,45
1943,1695,M,39
1944,1696,T,27
1945,1697,M,28
1946,1698,M,46
1947,1699,F,42
1948,1700,M,43
1949,1701,M,17
1950,1702,M,13
1951,1703,M,16
1952,1704,F,35
1953,1704,M,36
1954,1705,M,37
1955,1706,F,36
1956,1706,F,22
1957,1707,M,31
1958,1708,F,42
1959,1709,M,59
1960,1710,M,21
1961,1710,F,22
1962,1711,F,14
1963,1712,F,23
1964,1713,M,26
1965,1714,M,42
1966,1715,M,21
1967,1716,F,24
1968,1717,F,55
1969,1718,M,60
1970,1719,F,55
1971,1720,F,36
1972,1721,M,52
1973,1722,M,72
1974,1723,M,41
1975,1724,M,34
1976,1725,F,8
1977,1726,M,23
1978,1727,F,37
1979,1728,F,38
1980,1729,T,47
1981,1730,F,52
1982,1731,M,37
1983,1732,F,30
1984,1733,M,32
1985,1734,F,38
1986,1735,F,33
1987,1736,F,20
1988,1736,M,29
1989,1737,M,52
1990,1738,M,37
1991,1739,F,53
1992,1740,F,31
1993,1741,F,51
1994,1742,F,13
1995,1743,M,7
1996,1744,F,40
1997,1744,M,29
1998,1745,F,27
1999,1746,F,55
2000,1747,F,21
2001,1748,M,45
2002,1749,F,27
2003,1750,F,33
2004,1751,F,39
2005,1752,M,10
2006,1753,M,32
2007,1754,F,23
2008,1755,M,38
2009,1756,F,26
2010,1757,F,17
2011,1757,M,41
2012,1758,M,43
2013,1758,F,18
2014,1759,M,24
2015,1760,M,42
2016,1761,M,29
2017,1762,F,28
2018,1763,M,29
2019,1764,M,41
2020,1765,F,27
2021,1766,F,50
2022,1767,M,26
2023,1767,M,34
2024,1768,F,31
2025,1769,M,18
2026,1770,F,48
2027,1771,F,36
2028,1772,F,23
2029,1773,M,25
2030,1773,F,51
2031,1774,F,5
2032,1775,F,36
2033,1776,F,17
2034,1777,F,28
2035,1778,M,38
2036,1779,F,22
2037,1779,M,78
2038,1780,M,28
2039,1781,F,20
2040,1782,F,41
2041,1782,M,47
2042,1783,M,51
2043,1784,M,25
2044,1785,F,33
2045,1785,F,54
2046,1786,F,21
2047,1787,F,47
2048,1788,F,29
2049,1789,M,45
2050,1790,F,40
2051,1791,F,50
2052,1792,F,37
2053,1793,F,37
2054,1794,F,39
2055,1795,M,26
2056,1796,F,49
2057,1797,F,24
2058,1797,F,53
2059,1798,F,13
2060,1799,F,35
2061,1800,M,37
2062,1801,M,49
2063,1802,M,22
2064,1803,M,27
2065,1804,F,24
2066,1805,M,48
2067,1806,M,25
2068,1807,F,27
2069,1808,M,45
2070,1809,M,27
2071,1810,M,13
2072,1811,M,20
2073,1811,M,48
2074,1812,M,39
2075,1813,F,5
2076,1814,F,41
2077,1815,F,21
2078,1816,M,26
2079,1817,F,51
2080,1818,F,37
2081,1819,F,22
2082,1820,M,39
2083,1821,M,39
2084,1822,T,24
2085,1823,M,20
2086,1824,F,19
2087,1824,M,37
2088,1825,F,54
2089,1826,M,41
2090,1826,F,27
2091,1827,F,17
2092,1828,F,26
2093,1828,M,27
2094,1829,M,19
2095,1830,F,30
2096,1831,M,45
2097,1832,F,40
2098,1833,F,11
2099,1834,M,38
2100,1835,F,45
2101,1835,M,15
2102,1836,F,20
2103,1837,M,15
2104,1838,M,17
2105,1839,F,50
2106,1840,M,18
2107,1841,F,5
2108,1842,M,22
2109,1843,M,27
2110,1844,F,24
2111,1845,F,34
2112,1846,F,43
2113,1847,M,33
2114,1847,F,35
2115,1848,F,50
2116,1849,F,43
2117,1850,F,22
2118,1851,F,41
2119,1852,M,40
2120,1853,F,28
2121,1854,M,30
2122,1855,M,16
2123,1855,M,14
2124,1856,F,40
2125,1857,F,11
2126,1858,F,26
2127,1859,M,38
2128,1860,F,24
2129,1861,T,22
2130,1862,F,47
2131,1862,F,28
2132,1863,M,23
2133,1864,M,25
2134,1865,F,32
2135,1865,F,25
2136,1866,M,15
2137,1867,F,50
2138,1868,M,22
2139,1868,F,24
2140,1869,M,48
2141,1870,F,41
2142,1871,F,22
2143,1872,F,26
2144,1873,F,39
2145,1874,F,28
2146,1875,F,12
2147,1876,M,48
2148,1877,F,16
2149,1878,M,51
2150,1878,F,31
2151,1879,M,32
2152,1880,M,24
2153,1881,M,6
2154,1882,M,23
2155,1883,F,47
2156,1884,M,25
2157,1885,F,29
2158,1886,M,32
2159,1887,M,37
2160,1887,M,40
2161,1888,F,31
2162,1889,M,67
2163,1890,F,34
2164,1891,F,22
2165,1892,M,39
2166,1892,M,52
2167,1893,F,17
2168,1894,F,43
2169,1895,M,31
2170,1896,M,30
2171,1897,M,40
2172,1898,F,12
2173,1899,F,14
2174,1900,M,6
2175,1901,F,31
2176,1902,M,44
2177,1903,T,26
2178,1904,M,50
2179,1905,F,30
2180,1906,F,30
2181,1907,F,29
2182,1908,F,41
2183,1909,F,29
2184,1910,M,11
2185,1911,F,62
2186,1912,F,31
2187,1913,M,30
2188,1914,M,36
2189,1915,M,29
2190,1916,M,32
2191,1916,M,39
2192,1917,M,23
2193,1918,F,45
2194,1919,M,37
2195,1920,F,21
2196,1921,F,9
2197,1922,M,27
2198,1923,F,46
2199,1924,M,39
2200,1925,F,28
2201,1926,M,18
2202,1927,F,27
2203,1928,F,56
2204,1929,M,37
2205,1930,M,44
2206,1931,F,60
2207,1931,M,27
2208,1932,M,24
2209,1933,F,5
2210,1933,F,34
2211,1934,M,62
2212,1935,F,33
2213,1936,F,33
2214,1937,F,35
2215,1938,M,46
2216,1939,F,33
2217,1940,F,21
2218,1941,F,20
2219,1942,M,28
2220,1943,F,47
2221,1944,F,42
2222,1945,F,32
2223,1946,F,41
2224,1947,M,54
2225,1948,M,14
2226,1949,M,31
2227,1949,T,22
2228,1950,F,50
2229,1951,F,32
2230,1952,F,29
2231,1952,M,38
2232,1953,F,12
2233,1954,M,50
2234,1955,F,36
2235,1956,F,40
2236,1957,M,43
2237,1958,M,24
2238,1959,F,39
2239,1960,F,30
2240,1961,M,18
2241,1962,F,30
2242,1963,M,47
2243,1964,F,15
2244,1965,F,5
2245,1966,T,45
2246,1967,M,11
2247,1968,F,19
2248,1969,M,41
2249,1970,M,45
2250,1971,M,12
2251,1971,F,17
2252,1972,M,50
2253,1972,F,45
2254,1973,F,34
2255,1974,F,47
2256,1975,F,8
2257,1976,M,15
2258,1977,F,28
2259,1978,M,41
2260,1979,M,70
2261,1980,F,32
2262,1981,M,52
2263,1982,M,48
2264,1983,F,52
2265,1984,F,38
2266,1985,F,47
2267,1986,M,12
2268,1987,F,41
2269,1988,T,36
2270,1989,F,30
2271,1990,M,32
2272,1991,M,33
2273,1992,M,26
2274,1993,M,5
2275,1994,F,35
2276,1995,M,29
2277,1996,M,49
2278,1996,F,29
2279,1997,F,62
2280,1998,F,39
2281,1999,F,16
2282,2000,M,32
2283,2000,F,24
2284,2001,M,20
2285,2002,F,50
2286,2003,M,38
2287,2004,F,26
2288,2005,M,20
2289,2006,M,32
2290,2007,M,23
2291,2008,M,59
2292,2009,M,29
2293,2010,F,44
2294,2011,F,42
2295,2012,F,36
2296,2013,F,27
2297,2014,M,44
2298,2015,F,54
2299,2016,F,28
2300,2017,F,22
2301,2018,M,16
2302,2018,F,9
2303,2019,F,11
2304,2020,T,54
2305,2021,M,32
2306,2022,M,33
2307,2023,F,39
2308,2024,F,40
2309,2025,M,14
2310,2026,F,35
2311,2027,M,17
2312,2027,F,20
2313,2028,F,28
2314,2029,F,8
2315,2029,F,9
2316,2030,F,39
2317,2031,F,38
2318,2032,F,41
2319,2033,F,50
2320,2034,F,34
2321,2035,M,15
2322,2036,F,23
2323,2037,M,56
2324,2038,F,21
2325,2038,F,21
2326,2039,F,46
2327,2040,F,27
2328,2041,M,47
2329,2042,M,41
2330,2042,M,25
2331,2043,M,38
2332,2044,M,16
2333,2045,F,43
2334,2046,M,49
2335,2046,M,67
2336,2047,F,9
2337,2048,M,40
2338,2049,M,27
2339,2050,F,30
2340,2051,M,49
2341,2051,F,42
2342,2052,M,40
2343,2052,M,41
2344,2053,F,5
2345,2054,M,37
2346,2054,M,9
2347,2055,M,42
2348,2056,M,33
2349,2057,T,23
2350,2057,F,24
2351,2058,F,23
2352,2058,F,41
2353,2059,T,14
2354,2060,F,24
2355,2060,M,45
2356,2061,M,39
2357,2062,F,50
2358,2063,F,36
2359,2063,F,25
2360,2064,M,36
2361,2065,M,49
2362,2066,F,5
2363,2067,F,37
2364,2068,F,53
2365,2068,F,31
2366,2069,M,17
2367,2070,M,31
2368,2071,F,32
2369,2072,F,50
2370,2073,M,42
2371,2073,F,12
2372,2074,F,50
2373,2075,F,61
2374,2076,M,47
2375,2077,F,16
2376,2078,F,42
2377,2079,F,51
2378,2080,F,61
2379,2081,M,39
2380,2082,F,9
2381,2082,M,5
2382,2083,F,27
2383,2084,F,26
2384,2085,M,25
2385,2086,M,28
2386,2087,F,5
2387,2087,F,42
2388,2088,F,19
2389,2089,F,25
2390,2089,M,37
2391,2090,F,41
2392,2090,M,28
2393,2091,M,14
2394,2092,T,20
2395,2093,M,33
2396,2094,M,12
2397,2095,F,30
2398,2096,F,53
2399,2097,F,17
2400,2098,M,31
2401,2099,F,27
2402,2100,M,19
2403,2101,F,5
2404,2102,F,15
2405,2103,M,43
2406,2104,M,36
2407,2105,F,34
2408,2106,T,24
2409,2106,M,14
2410,2107,F,70
2411,2108,F,30
2412,2109,F,27
2413,2110,F,17
2414,2110,F,42
2415,2111,M,30
2416,2112,F,24
2417,2113,F,30
2418,2114,F,45
2419,2115,M,24
2420,2116,F,34
2421,2117,M,26
2422,2118,M,46
2423,2119,F,46
2424,2119,M,23
2425,2120,F,47
2426,2120,M,17
2427,2121,M,38
2428,2122,F,29
2429,2123,F,19
2430,2124,M,30
2431,2125,M,57
2432,2126,F,22
2433,2126,F,14
2434,2127,M,57
2435,2128,M,42
2436,2129,F,27
2437,2130,F,40
2438,2131,F,18
2439,2132,F,32
2440,2133,M,53
2441,2134,M,13
2442,2134,M,39
2443,2135,M,49
2444,2136,F,14
2445,2136,F,30
2446,2137,F,43
2447,2138,M,33
2448,2139,M,51
2449,2140,M,46
2450,2140,F,28
2451,2141,M,43
2452,2142,M,27
2453,2143,F,57
2454,2144,T,48
2455,2145,F,23
2456,2146,M,29
2457,2147,F,34
2458,2147,F,46
2459,2148,F,25
2460,2149,M,35
2461,2150,F,31
2462,2150,F,46
2463,2151,M,30
2464,2152,F,52
2465,2152,M,20
2466,2153,F,33
2467,2154,F,35
2468,2155,M,32
2469,2156,F,33
2470,2157,F,36
2471,2158,F,16
2472,2159,M,26
2473,2160,F,47
2474,2160,F,48
2475,2161,F,35
2476,2162,F,68
2477,2163,F,37
2478,2164,F,40
2479,2165,F,16
2480,2166,M,39
2481,2167,M,45
2482,2167,F,38
2483,2168,M,39
2484,2169,F,22
2485,2170,F,28
2486,2171,M,29
2487,2172,F,27
2488,2173,M,12
2489,2174,F,39
2490,2175,M,52
2491,2176,F,34
2492,2177,M,41
2493,2178,M,33
2494,2179,M,41
2495,2180,F,61
2496,2181,M,47
2497,2182,F,41
2498,2183,M,26
2499,2184,M,28
2500,2185,M,30
2501,2186,M,57
2502,2187,M,33
2503,2188,F,40
2504,2189,F,49
2505,2190,M,29
2506,2191,M,26
2507,2191,M,38
2508,2192,M,12
2509,2193,F,41
2510,2194,M,63
2511,2195,M,32
2512,2196,M,39
2513,2197,F,30
2514,2198,M,54
2515,2199,M,19
2516,2200,F,30
2517,2201,M,44
2518,2202,F,48
2519,2203,M,29
2520,2204,F,66
2521,2205,F,26
2522,2206,F,19
2523,2207,F,41
2524,2208,M,41
2525,2209,F,27
2526,2210,M,43
2527,2211,F,32
2528,2212,F,37
2529,2213,F,24
2530,2214,M,19
2531,2215,M,45
2532,2216,M,42
2533,2217,M,15
2534,2218,M,19
2535,2219,M,43
2536,2220,F,44
2537,2221,F,26
2538,2222,F,39
2539,2223,F,27
2540,2224,M,47
2541,2225,M,62
2542,2226,M,30
2543,2227,M,33
2544,2228,F,48
2545,2228,F,50
2546,2229,F,53
2547,2230,F,36
2548,2231,M,34
2549,2232,M,28
2550,2233,F,30
2551,2234,F,25
2552,2235,M,27
2553,2236,M,37
2554,2237,M,15
2555,2237,F,14
2556,2238,M,51
2557,2239,M,36
2558,2239,M,51
2559,2240,F,36
2560,2241,M,44
2561,2242,M,51
2562,2243,M,29
2563,2244,F,27
2564,2245,F,27
2565,2246,F,31
2566,2247,M,36
2567,2248,F,18
2568,2249,M,44
2569,2250,M,40
2570,2251,M,31
2571,2252,M,52
2572,2253,M,9
2573,2254,M,25
2574,2255,F,39
2575,2256,F,30
2576,2257,M,32
2577,2258,M,20
2578,2259,M,29
2579,2260,F,39
2580,2261,F,11
2581,2262,M,45
2582,2263,F,22
2583,2264,M,12
2584,2265,M,39
2585,2266,M,15
2586,2267,F,25
2587,2268,F,41
2588,2269,F,47
2589,2270,F,13
2590,2271,F,35
2591,2271,M,27
2592,2272,M,57
2593,2273,M,22
2594,2274,F,39
2595,2274,F,25
2596,2275,M,31
2597,2276,F,24
2598,2277,M,41
2599,2278,M,59
2600,2279,F,47
2601,2279,F,8
2602,2280,M,14
2603,2281,F,16
2604,2281,M,13
2605,2282,F,39
2606,2283,M,61
2607,2283,M,59
2608,2284,M,9
2609,2285,M,38
2610,2286,F,37
2611,2287,M,26
2612,2288,M,15
2613,2289,M,32
2614,2290,M,18
2615,2291,F,39
2616,2292,F,27
2617,2293,M,49
2618,2294,F,18
2619,2295,M,17
2620,2296,F,43
2621,2297,F,23
2622,2298,F,58
2623,2299,M,44
2624,2300,M,45
2625,2301,F,69
2626,2301,F,20
2627,2302,F,20
2628,2303,F,53
2629,2304,T,40
2630,2305,M,17
2631,2306,F,46
2632,2306,M,5
2633,2307,F,48
2634,2308,M,26
2635,2309,F,37
2636,2310,T,59
2637,2311,F,30
2638,2312,M,27
2639,2313,M,34
2640,2314,F,33
2641,2315,F,46
2642,2316,M,13
2643,2317,M,13
2644,2318,M,34
2645,2319,F,30
2646,2320,M,36
2647,2321,M,40
2648,2322,F,49
2649,2322,M,20
2650,2323,F,29
2651,2324,T,27
2652,2325,M,16
2653,2326,M,40
2654,2327,F,15
2655,2328,F,16
2656,2329,F,27
2657,2330,M,25
2658,2331,F,13
2659,2332,M,22
2660,2333,M,34
2661,2334,M,28
2662,2334,M,46
2663,2335,F,26
2664,2336,M,30
2665,2337,M,34
2666,2338,F,37
2667,2339,M,39
2668,2339,F,30
2669,2340,F,51
2670,2341,F,84
2671,2341,F,38
2672,2342,M,33
2673,2342,M,37
2674,2343,M,27
2675,2344,F,46
2676,2345,M,52
2677,2346,M,42
2678,2347,F,36
2679,2347,F,48
2680,2348,M,37
2681,2348,F,25
2682,2349,F,16
2683,2350,M,28
2684,2351,F,60
2685,2352,M,53
2686,2353,F,22
2687,2353,F,22
2688,2354,T,24
2689,2355,F,40
2690,2356,F,18
2691,2357,F,26
2692,2358,M,21
2693,2359,M,33
2694,2360,M,20
2695,2361,F,13
2696,2362,M,23
2697,2363,M,37
2698,2364,F,21
2699,2364,M,12
2700,2365,M,16
2701,2366,F,30
2702,2367,M,23
2703,2367,M,14
2704,2368,F,6
2705,2369,F,28
2706,2370,F,52
2707,2371,M,41
2708,2371,M,40
2709,2372,M,32
2710,2373,F,11
2711,2374,T,38
2712,2375,F,32
2713,2375,M,12
2714,2376,M,42
2715,2377,F,42
2716,2378,M,29
2717,2379,M,36
2718,2380,F,36
2719,2380,M,16
2720,2381,M,39
2721,2381,M,45
2722,2382,M,50
2723,2383,M,22
2724,2384,M,34
2725,2385,F,43
2726,2385,M,62
2727,2386,F,12
2728,2387,F,11
2729,2388,T,39
2730,2389,M,25
2731,2390,F,36
2732,2391,M,43
2733,2392,M,32
2734,2392,F,14
2735,2393,F,25
2736,2394,F,33
2737,2395,M,24
2738,2396,M,29
2739,2397,F,49
2740,2398,M,43
2741,2399,F,24
2742,2400,F,30
2743,2401,M,16
2744,2402,F,40
2745,2402,F,30
2746,2403,F,34
2747,2404,F,30
2748,2404,M,23
2749,2405,F,45
2750,2406,F,35
2751,2406,F,43
2752,2407,F,11
2753,2407,M,14
2754,2408,M,16
2755,2408,M,23
2756,2409,M,39
2757,2410,F,22
2758,2411,F,26
2759,2412,F,45
2760,2413,F,42
2761,2413,T,21
2762,2414,M,34
2763,2414,M,50
2764,2415,F,20
2765,2416,M,5
2766,2417,M,23
2767,2418,M,32
2768,2419,M,38
2769,2420,F,5
2770,2421,F,51
2771,2422,F,47
2772,2423,F,35
2773,2424,F,47
2774,2425,M,32
2775,2426,F,26
2776,2427,F,5
2777,2427,F,23
2778,2428,M,12
2779,2429,M,32
2780,2430,M,29
2781,2431,M,27
2782,2432,F,15
2783,2433,M,29
2784,2434,F,40
2785,2435,F,36
2786,2436,M,48
2787,2437,F,38
2788,2438,M,51
2789,2439,F,67
2790,2440,F,35
2791,2441,M,33
2792,2442,M,31
2793,2443,M,32
2794,2444,F,50
2795,2445,F,25
2796,2446,M,26
2797,2446,F,23
2798,2447,F,39
2799,2448,F,47
2800,2449,M,29
2801,2449,F,34
2802,2450,M,26
2803,2451,F,24
2804,2452,M,30
2805,2453,F,60
2806,2454,M,32
2807,2455,F,5
2808,2456,F,19
2809,2456,M,5
2810,2457,F,24
2811,2458,F,28
2812,2459,M,5
2813,2460,M,28
2814,2461,M,33
2815,2462,M,22
2816,2463,F,19
2817,2464,F,8
2818,2465,M,36
2819,2465,F,50
2820,2466,M,39
2821,2467,F,27
2822,2468,F,50
2823,2469,F,29
2824,2470,M,6
2825,2471,M,20
2826,2471,F,25
2827,2472,M,24
2828,2473,F,48
2829,2474,F,30
2830,2474,T,41
2831,2475,F,31
2832,2476,F,12
2833,2477,F,25
2834,2478,F,75
2835,2479,F,42
2836,2480,M,28
2837,2480,M,38
2838,2481,F,21
2839,2481,M,65
2840,2482,F,38
2841,2483,F,18
2842,2484,F,36
2843,2485,M,50
2844,2486,M,30
2845,2487,M,39
2846,2488,M,59
2847,2489,M,23
2848,2490,M,41
2849,2491,M,50
2850,2492,F,5
2851,2492,M,20
2852,2493,M,45
2853,2494,M,29
2854,2495,F,5
2855,2495,M,45
2856,2496,F,30
2857,2497,M,42
2858,2498,M,38
2859,2499,F,18
2860,2499,F,44
2861,2500,F,34
2862,2501,F,41
2863,2502,M,27
2864,2503,F,41
2865,2504,M,28
2866,2504,F,23
2867,2505,M,34
2868,2506,F,5
2869,2507,M,31
2870,2508,M,33
2871,2509,F,37
2872,2510,F,34
2873,2511,F,26
2874,2512,F,28
2875,2513,M,38
2876,2514,M,5
2877,2515,F,28
2878,2516,F,5
2879,2516,M,40
2880,2517,M,32
2881,2518,T,42
2882,2519,F,39
2883,2520,M,29
2884,2521,M,36
2885,2522,F,10
2886,2523,M,42
2887,2524,M,48
2888,2525,F,14
2889,2526,F,5
2890,2527,M,85
2891,2528,M,18
2892,2529,M,35
2893,2530,F,32
2894,2531,M,21
2895,2532,M,41
2896,2533,M,51
2897,2534,M,19
2898,2535,M,51
2899,2536,M,50
2900,2537,M,21
2901,2538,F,24
2902,2539,F,39
2903,2540,F,19
2904,2541,F,11
2905,2542,F,48
2906,2543,F,61
2907,2544,M,32
2908,2545,M,34
2909,2546,M,25
2910,2547,M,60
2911,2548,M,48
2912,2549,F,60
2913,2550,M,19
2914,2550,M,36
2915,2551,M,50
2916,2552,F,55
2917,2553,M,57
2918,2554,M,34
2919,2555,F,14
2920,2556,F,19
2921,2557,M,38
2922,2558,F,48
2923,2559,M,32
2924,2560,F,29
2925,2561,M,43
2926,2562,F,14
2927,2563,F,54
2928,2564,F,41
2929,2565,F,51
2930,2566,M,31
2931,2567,M,50
2932,2568,F,41
2933,2569,T,47
2934,2570,M,38
2935,2571,M,57
2936,2572,F,50
2937,2572,M,35
2938,2573,M,28
2939,2574,M,30
2940,2575,F,24
2941,2575,F,21
2942,2576,M,27
2943,2577,F,55
2944,2578,M,48
2945,2579,M,16
2946,2580,M,74
2947,2581,F,38
2948,2582,F,38
2949,2583,M,40
2950,2583,M,45
2951,2584,F,31
2952,2585,F,40
2953,2586,F,26
2954,2587,F,17
2955,2587,M,19
2956,2588,F,36
2957,2588,M,33
2958,2589,F,31
2959,2589,M,24
2960,2590,M,19
2961,2591,T,26
2962,2592,M,21
2963,2593,M,37
2964,2594,F,25
2965,2595,M,33
2966,2596,M,41
2967,2597,F,37
2968,2598,F,35
2969,2599,M,32
2970,2600,M,13
2971,2601,M,5
2972,2602,F,39
2973,2603,M,23
2974,2604,M,44
2975,2605,M,26
2976,2606,M,32
2977,2607,F,40
2978,2608,F,30
2979,2609,M,49
2980,2610,F,41
2981,2611,F,21
2982,2612,M,27
2983,2613,F,22
2984,2614,F,35
2985,2615,F,24
2986,2616,F,41
2987,2617,M,27
2988,2618,M,31
2989,2618,F,19
2990,2619,F,47
2991,2620,F,28
2992,2620,M,25
2993,2621,M,27
2994,2621,F,21
2995,2622,F,29
2996,2623,M,42
2997,2624,F,70
2998,2625,F,24
2999,2626,M,33
3000,2627,F,42
3001,2628,M,13
3002,2629,M,50
3003,2630,M,28
3004,2631,F,42
3005,2632,F,39
